timestamp,sweep_index,smu_voltage_V,Vdc_pv_start_V,Idc_pv_start_A,Vdc_pv_V,Idc_pv_A,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_mag_ohm,Z_phase_deg,Z_real_ohm,Z_imag_ohm,Y_real_S,Y_imag_S,C_uncorrected_F
2026-05-18T15:48:56,1,10.4,0.0689941137,1.59,0.0790851798,1.592,5.000000000000001,0.007588,-177.71,0.007588,-177.71,0.000144,-159.72,0.000144,-159.72,52.69444444444444,-17.99000000000001,50.1182360013211,-16.27473180806748,0.018049539101834114,0.005861168141149943,0.0001865667763913498
2026-05-18T15:48:59,1,10.4,0.0689941137,1.59,0.0679662654,1.591,6.252578052676056,0.006363,-173.31,0.006363,-173.31,0.000145,-173.75,0.000145,-173.75,43.88275862068965,0.4399999999999977,43.881464657627085,0.33699208171297257,0.0227873211395424,-0.00017499750401202025,-4.454437442861906e-06
2026-05-18T15:49:02,1,10.4,0.0689941137,1.59,0.060363539,1.592,7.81894646096126,0.00651,-179.05,0.00651,-179.05,0.000147,-25.49,0.000147,-25.49000000000001,44.285714285714285,-153.56,-39.65347852886894,-19.71867466024146,-0.020218735149995604,0.010054266996377018,0.00020465497489061707
2026-05-18T15:49:04,1,10.4,0.0689941137,1.59,0.0736374756,1.591,9.777714607371097,0.006791,-178.14,0.006791,-178.14,9.5e-05,-64.64,9.5e-05,-64.64,71.48421052631579,-113.49999999999999,-28.50426239022469,-65.55531542262503,-0.005578141886010657,0.012828848043968017,0.00020881920391019348
2026-05-18T15:49:07,1,10.4,0.0689941137,1.59,0.0635307083,1.591,12.227184751875717,0.006993,-177.37,0.006993,-177.37,2e-05,-125.36,2e-05,-125.36,349.65,-52.010000000000005,215.21794286833853,-275.56552681262684,0.001760400206284514,0.002254020291154891,2.9339416917839697e-05
2026-05-18T15:49:09,1,10.4,0.0689941137,1.59,0.076111152,1.588,15.290285405118688,0.007101,-178.25,0.007101,-178.25,2.7e-05,-167.48,2.7e-05,-167.48,263.0,-10.77000000000001,258.3673151484372,-49.146011669189534,0.0037353050520961303,0.0007105207776487955,7.395734673104715e-06
2026-05-18T15:49:12,1,10.4,0.0689941137,1.59,0.0614752619,1.589,19.120740588639627,0.007069,-178.25,0.007069,-178.25,2.4e-05,178.78,2.4e-05,178.77999999999997,294.54166666666663,2.9700000000000273,294.14603856684147,15.261107371746759,0.0033905450872461335,-0.00017591082605538332,-1.464225581655921e-06
2026-05-18T15:49:15,1,10.4,0.0689941137,1.59,0.0655246051,1.593,23.91078459108807,0.007108,-178.62,0.007108,-178.62,2.3e-05,-169.92,2.3e-05,-169.92,309.04347826086956,-8.700000000000017,305.48758901896184,-46.746170013792884,0.003198559284833951,0.0004894483491398493,3.257865665470831e-06
2026-05-18T15:49:17,1,10.4,0.0689941137,1.59,0.0669624978,1.591,29.900809391300406,0.007105,-178.66,0.007105,-178.66,2.3e-05,-160.02,2.3e-05,-160.02,308.9130434782609,-18.639999999999986,292.7091653070996,-98.73506457294152,0.0030673534946537967,0.0010346630077159894,5.507266708313205e-06
2026-05-18T15:49:20,1,10.4,0.0689941137,1.59,0.0731499583,1.592,37.391428911458995,0.007104,-178.86,0.007104,-178.86,2.9e-05,-175.24,2.9e-05,-175.24,244.9655172413793,-3.6200000000000045,244.47674969495932,-15.466851519449653,0.004074062181641513,0.00025774604302076755,1.0970844924452722e-06
2026-05-18T15:49:22,1,10.4,0.0689941137,1.59,0.0707532103,1.59,46.758565553997094,0.007141,-178.74,0.007141,-178.74,2.6e-05,-161.23,2.6e-05,-161.23,274.6538461538462,-17.51000000000002,261.9276100005275,-82.63572064496182,0.003472241392263447,0.0010954598093052413,3.728682467987522e-06
2026-05-18T15:49:25,1,10.4,0.0689941137,1.59,0.0699346629,1.59,58.472316151507385,0.0071,-179.15,0.0071,-179.15,2.6e-05,-154.92,2.6e-05,-154.92,273.0769230769231,-24.230000000000018,249.02030874074384,-112.07092286505181,0.00333937172602148,0.0015028752996781396,4.090654322204804e-06
2026-05-18T15:49:28,1,10.4,0.0689941137,1.59,0.0720671134,1.591,73.12054413161012,0.007101,-179.25,0.007101,-179.25,2.6e-05,-155.93,2.6e-05,-155.93,273.11538461538464,-23.319999999999993,250.80411197678228,-108.11711580109386,0.0033623453884039684,0.001449446274449434,3.1548799597216516e-06
2026-05-18T15:49:30,1,10.4,0.0689941137,1.59,0.0718428434,1.593,91.43838188740725,0.007094,-179.33,0.007094,-179.33,2.8e-05,-150.75,2.8e-05,-150.75,253.35714285714286,-28.580000000000013,222.48557928560626,-121.20234670452098,0.003466055888585813,0.0018881857819932975,3.286520326334159e-06
