timestamp,smu_fixed_voltage_V,Vdc_pv_V,Idc_pv_A,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_mag_ohm,Z_phase_deg,Z_real_ohm,Z_imag_ohm,Y_real_S,Y_imag_S,C_uncorrected_F
2026-05-18T15:32:13,11.0,0.550124405,1.479,5.000000000000001,0.003586,-26.3,0.003586,-26.30000000000001,0.000697,-57.76,0.000697,-57.75999999999999,5.144906743185079,31.45999999999998,4.388629784016405,2.6851432019382906,0.1657959554821413,-0.10144074681193731,-0.0032289592572106486
2026-05-18T15:32:14,11.0,0.550338533,1.478,6.252578052676056,0.026347,25.79,0.026347,25.789999999999992,0.016534,143.64,0.016534,143.64,1.5935042941816862,-117.85,-0.7444189247189213,-1.408934491059041,-0.293164195971531,0.5548611588613784,0.014123597565437867
2026-05-18T15:32:16,11.0,0.552697027,1.488,7.81894646096126,0.003247,-22.64,0.003247,-22.639999999999986,0.014761,122.37,0.014761,122.37,0.21997154664318136,-145.01,-0.18021216027931838,-0.1261390447881011,-3.7243550463109005,2.6068528742192485,0.05306258623419469
2026-05-18T15:32:17,11.0,0.549260837,1.48,9.777714607371097,0.001488,174.26,0.001488,174.26,0.007115,153.78,0.007115,153.77999999999997,0.20913562895291637,20.480000000000018,0.19591708136268324,0.07317245744034884,4.4793629010427605,-1.6729832281936965,-0.02723167541381662
2026-05-18T15:32:19,11.0,0.553630535,1.487,12.227184751875717,0.002733,53.23,0.002733,53.22999999999999,0.005355,-179.13,0.005355,-179.13,0.5103641456582633,-127.63999999999999,-0.31167843329413925,-0.4041387328539542,-1.1965929481512323,1.5515656720188913,0.020195928273319265
2026-05-18T15:32:21,11.0,0.552470504,1.489,15.290285405118688,0.001531,178.02,0.001531,178.01999999999998,0.005295,-172.92,0.005295,-172.92,0.2891406987724268,-9.06000000000006,0.2855333740005797,-0.0455306052941572,3.415375232432879,0.5446091973788889,0.005668778804295121
2026-05-18T15:32:22,11.0,0.550871942,1.477,19.120740588639627,0.001662,174.53,0.001662,174.52999999999997,0.005198,-173.87,0.005198,-173.87,0.31973836090804153,-11.600000000000023,0.3132077846929799,-0.06429232492200729,3.0636775856903675,0.6288826920076573,0.005234618847212638
2026-05-18T15:32:24,11.0,0.551373033,1.484,23.91078459108807,0.001477,178.69,0.001477,178.69,0.005251,-175.32,0.005251,-175.32,0.28127975623690726,-5.990000000000009,0.27974400361256685,-0.029352916575804987,3.535768578530612,0.3710003387979657,0.0024694521245643983
2026-05-18T15:32:25,11.0,0.553645254,1.479,29.900809391300406,0.00149,176.85,0.00149,176.85000000000002,0.0053,-176.24,0.0053,-176.24,0.2811320754716981,-6.909999999999968,0.27909003299488294,-0.03382302975695259,3.531209867495277,0.42794869864997004,0.002277869802404185
2026-05-18T15:32:27,11.0,0.551668463,1.488,37.391428911458995,0.001517,176.22,0.001517,176.22000000000003,0.005204,-175.57,0.005204,-175.57,0.29150653343581856,-8.210000000000036,0.2885189769527684,-0.04162762272693347,3.3952972193182713,0.4898747152937702,0.002085129793230366
2026-05-18T15:32:29,11.0,0.552905467,1.49,46.758565553997094,0.001489,174.56,0.001489,174.56,0.005268,-175.91,0.005268,-175.91,0.28264996203492787,-9.529999999999973,0.27874912336837554,-0.04679665863828665,3.48911791998427,0.5857563183596252,0.001993774026420598
2026-05-18T15:32:30,11.0,0.553056588,1.482,58.472316151507385,0.00149,172.63,0.00149,172.63,0.005261,-176.32,0.005261,-176.32,0.28321611860862955,-11.049999999999955,0.27796537600725,-0.05428277425560924,3.46541115757811,0.6767466303600906,0.00184202676636772
2026-05-18T15:32:32,11.0,0.55325028,1.487,73.12054413161012,0.001471,170.25,0.001471,170.25,0.005213,-176.2,0.005213,-176.2,0.28217916746595056,-13.549999999999955,0.27432494473487723,-0.06611283724045983,3.4452076650155408,0.8303016476933548,0.0018072432728330264
2026-05-18T15:32:33,11.0,0.5527875,1.488,91.43838188740725,0.001469,167.55,0.001469,167.55,0.005262,-176.02,0.005262,-176.02,0.27917141771189663,-16.42999999999995,0.2677717346666634,-0.07896188055559654,3.435760069087301,1.0131542693655884,0.0017634663557667123
2026-05-18T15:32:35,11.0,0.553370711,1.477,114.34512395228295,0.001426,164.39,0.001426,164.39,0.005296,-175.31,0.005296,-175.31,0.2692598187311178,-20.299999999999955,0.25253580452352087,-0.09341583065397692,3.483211639344047,1.2884791099102095,0.001793411142729896
2026-05-18T15:32:37,11.0,0.553788747,1.48,142.99036249091347,0.001396,160.55,0.001396,160.55,0.005353,-175.5,0.005353,-175.5,0.26078834298524195,-23.950000000000045,0.23833448084781522,-0.105864229445033,3.5043746356311383,1.556585178813037,0.001732551909345775
2026-05-18T15:32:38,11.0,0.554126089,1.476,178.81168045097576,0.001344,156.18,0.001344,156.18,0.005395,-174.56,0.005395,-174.56,0.24911955514365153,-29.25999999999999,0.21733456879730148,-0.12176304020786384,3.501976040326095,1.9620037979457254,0.0017463210569946327
2026-05-18T15:32:40,11.0,0.553852628,1.48,223.60679774997897,0.001283,151.0,0.001283,151.0,0.005488,-174.41,0.005488,-174.41,0.23378279883381925,-34.59000000000003,0.19245829073915832,-0.1327185117319193,3.5213688412205153,2.4283226774540347,0.0017283891251422931
2026-05-18T15:32:42,11.0,0.553800537,1.479,279.6237912081383,0.001202,145.57,0.001202,145.57,0.005602,-174.11,0.005602,-174.11,0.21456622634773292,-40.31999999999999,0.1635944123948162,-0.13883635590975935,3.553413433183138,3.0156468358669106,0.0017164315613988556
2026-05-18T15:32:43,11.0,0.554132711,1.486,349.67391598281574,0.001101,139.57,0.001101,139.57,0.005704,-174.21,0.005704,-174.21,0.19302244039270688,-46.22000000000003,0.13355052595298017,-0.1393625470233608,3.5845116684478873,3.7405069907828903,0.0017025009588709037
2026-05-18T15:32:45,11.0,0.554610424,1.493,437.2726905334888,0.000958,135.51,0.000958,135.51,0.005867,-174.21,0.005867,-174.21,0.1632861769217658,-50.27999999999997,0.10434580245723328,-0.12559589596512402,3.913597352520168,4.710604110193747,0.0017145272168075554
2026-05-18T15:32:46,11.0,0.55426661,1.493,546.81632557286,0.00084,129.67,0.00084,129.66999999999996,0.005978,-173.02,0.005978,-173.02,0.14051522248243561,-57.31000000000006,0.07589135001101305,-0.11825832208683788,3.8436649878216658,5.989422668825295,0.0017432658452754687
2026-05-18T15:32:48,11.0,0.554471506,1.492,683.8023512243657,0.000714,125.03,0.000714,125.02999999999997,0.006037,-173.4,0.006037,-173.4,0.11827066423720392,-61.57000000000005,0.056306856867968345,-0.10400715306535196,4.025383046911491,7.4354821773929825,0.0017306078879151048
2026-05-18T15:32:50,11.0,0.554613713,1.49,855.1055147267502,0.000591,121.59,0.000591,121.59000000000003,0.006058,-174.56,0.006058,-174.56,0.09755694948827998,-63.849999999999966,0.04299556014706155,-0.08757134349260164,4.517593892083752,9.201223687529577,0.0017125608561097
2026-05-18T15:32:51,11.0,0.555132378,1.477,1069.3227948205488,0.000472,116.8,0.000472,116.80000000000001,0.005853,-176.23,0.005853,-176.23,0.08064240560396378,-66.97000000000003,0.03154836146541126,-0.07421521724310967,4.851207589740403,11.412111705349167,0.0016985460310214424
2026-05-18T15:32:53,11.0,0.554842487,1.492,1337.2048476242364,4.4e-05,116.57,4.4e-05,116.57,0.005499,-176.22,0.005499,-176.22,0.008001454809965447,-67.21000000000004,0.0030994010080819265,-0.007376787408284173,48.410532119209925,115.2203934999445,0.013713602073077834
