SMU_V,Vpv,Ipv
11.0,-0.379173836,0.556
11.05,-0.358843199,0.526
11.100000000000001,-0.338739238,0.494
11.150000000000002,-0.318520168,0.473
11.200000000000003,-0.298363422,0.435
11.250000000000004,-0.278273332,0.417
11.300000000000004,-0.25809162,0.382
11.350000000000005,-0.237935156,0.357
11.400000000000006,-0.21770597,0.331
11.450000000000006,-0.197676525,0.296
11.500000000000007,-0.17751558,0.278
11.550000000000008,-0.157367475,0.239
11.600000000000009,-0.137329057,0.217
11.65000000000001,-0.117153394,0.188
11.70000000000001,-0.0970398071,0.154
11.75000000000001,-0.0771620368,0.136
11.800000000000011,-0.0569875549,0.098
11.850000000000012,-0.0367831142,0.078
11.900000000000013,-0.0165951497,0.046
11.950000000000014,0.00368940696,0.015
12.000000000000014,0.0244749331,-0.006
