timestamp,sweep_index,smu_voltage_V,Vdc_pv_median_V,Vdc_pv_mean_V,Idc_pv_median_A,frequency_points_recorded,C_final_median_F,C_final_mean_F,C_final_std_F,filter_used_points,filter_candidate_points,filter_outlier_points,filter_frequency_min_Hz,filter_frequency_max_Hz
2026-05-18T16:57:04,1,10.4,0.0817929352,0.0826079487,1.599,15,2.2538996526808825e-06,1.6362941554295878e-06,9.717366071315945e-07,7,12,5,223.60679774997897,10000.0
2026-05-18T16:57:22,2,10.5,0.178013791,0.17648220486666666,1.599,15,2.9589459737570695e-06,2.9419087667130446e-06,2.8055680647220925e-07,6,15,9,129.92632226094094,1961.717333622126
2026-05-18T16:57:40,3,10.6,0.279055375,0.28027976786666664,1.598,15,3.1502705535292486e-06,3.071748929483201e-06,4.5911181565645313e-07,7,14,7,75.49345273093543,10000.0
2026-05-18T16:57:57,4,10.7,0.377404854,0.37640098206666667,1.596,15,5.521508128770041e-06,4.878392764164272e-06,1.7015645146418218e-06,10,14,4,75.49345273093543,10000.0
2026-05-18T16:58:15,5,10.8,0.470018991,0.4706797874,1.589,15,5.9462002854644365e-05,5.607502879906938e-05,1.4431059620008745e-05,12,14,2,8.60513842995157,10000.0
2026-05-18T16:58:33,6,10.9,0.532454443,0.5325417873333333,1.555,15,0.0005607015278632142,0.0004937523302234994,0.0002542198365291232,13,14,1,8.60513842995157,10000.0
2026-05-18T16:58:51,7,11.0,0.562787841,0.5629662896666666,1.491,15,0.0016041953463818567,0.001628994940795149,0.00011206545714653569,7,14,7,43.86533310618707,1139.8522810475968
2026-05-18T16:59:08,8,11.1,0.580386243,0.5802594833333333,1.414,15,0.002713729536987327,0.002711073342523996,0.0001425309100043837,6,12,6,75.49345273093543,1139.8522810475968
2026-05-18T16:59:26,9,11.2,0.592589765,0.5926639904666667,1.326,15,0.0036943257931732975,0.0037011850527668443,0.0003123601041374023,7,14,7,43.86533310618707,1139.8522810475968
2026-05-18T16:59:44,10,11.3,0.601833995,0.6017396312666666,1.238,15,0.004562477574510464,0.004635199330227171,0.0005685095395578577,8,12,4,43.86533310618707,1961.717333622126
2026-05-18T17:00:02,11,11.4,0.609375894,0.6092859408,1.155,15,0.005281753353305526,0.005454142414216182,0.0008886275586991114,7,13,6,43.86533310618707,1139.8522810475968
2026-05-18T17:00:19,12,11.5,0.615738435,0.6157603532666667,1.067,15,0.006012460336764657,0.0058294597294136505,0.0005958700836570218,7,11,4,43.86533310618707,1139.8522810475968
2026-05-18T17:00:37,13,11.6,0.621217228,0.6212226320666667,0.979,15,0.00629844031918002,0.006098730469692611,0.0010967336764232134,9,12,3,8.60513842995157,1961.717333622126
2026-05-18T17:00:55,14,11.7,0.626064551,0.6260750345999999,0.884,15,0.006854301728590155,0.006726689083678279,0.0010538704501184685,7,11,4,43.86533310618707,1139.8522810475968
2026-05-18T17:01:12,15,11.8,0.630374051,0.6303815515333333,0.803,15,0.006930304363291175,0.007000902368825809,0.0009479794142551245,7,12,5,43.86533310618707,1139.8522810475968
2026-05-18T17:01:30,16,11.9,0.634292026,0.6343009171333333,0.709,15,0.0075061761025361756,0.007409651353040211,0.0039907572379776265,10,12,2,25.487871847306213,3376.1698432507756
2026-05-18T17:01:48,17,12.0,0.637918091,0.6378469566666667,0.619,15,0.00799279577764112,0.007855281659250994,0.0017373701928649983,7,10,3,43.86533310618707,1139.8522810475968
2026-05-18T17:02:06,18,12.1,0.64126842,0.6412084316666667,0.522,15,0.008123745137098102,0.008174612549226397,0.004315688347624375,9,12,3,8.60513842995157,3376.1698432507756
2026-05-18T17:02:23,19,12.2,0.644391111,0.644361175,0.432,15,0.00824115015890364,0.008351684246149568,0.004935982655232529,9,13,4,25.487871847306213,3376.1698432507756
