SMU_V,Vpv,Ipv
6.0,-1.509824,3.495
6.1,-1.41250881,3.493
6.199999999999999,-1.31296505,3.491
6.299999999999999,-1.21435958,3.49
6.399999999999999,-1.11584439,3.489
6.499999999999998,-1.01736272,3.487
6.599999999999998,-0.923300663,3.485
6.6999999999999975,-0.822499317,3.487
6.799999999999997,-0.723664863,3.483
6.899999999999997,-0.625168921,3.482
6.9999999999999964,-0.529544688,3.479
7.099999999999996,-0.434631985,3.476
7.199999999999996,-0.331027154,3.477
7.299999999999995,-0.234130375,3.476
7.399999999999995,-0.134720022,3.472
7.499999999999995,-0.0423964348,3.469
7.599999999999994,0.0613063962,3.471
7.699999999999994,0.151531288,3.464
7.799999999999994,0.250062862,3.465
7.899999999999993,0.325151498,3.448
7.999999999999993,0.370753562,3.406
8.099999999999993,0.399680848,3.35
8.199999999999992,0.420383474,3.285
8.299999999999992,0.435912246,3.22
8.399999999999991,0.447596877,3.143
8.499999999999991,0.457448423,3.067
8.59999999999999,0.465996912,2.996
8.69999999999999,0.473192257,2.925
8.79999999999999,0.479398763,2.856
8.89999999999999,0.485097389,2.786
8.99999999999999,0.490590677,2.713
9.099999999999989,0.495261661,2.635
9.199999999999989,0.499660978,2.554
9.299999999999988,0.503751656,2.474
9.399999999999988,0.507557334,2.395
9.499999999999988,0.511315505,2.318
9.599999999999987,0.514508507,2.242
9.699999999999987,0.517821389,2.17
9.799999999999986,0.520930159,2.099
9.899999999999986,0.523937094,2.021
9.999999999999986,0.526604948,1.943
10.099999999999985,0.529331736,1.86
10.199999999999985,0.531778919,1.78
10.299999999999985,0.534349648,1.702
10.399999999999984,0.536675305,1.628
10.499999999999984,0.53900222,1.557
10.599999999999984,0.541230799,1.483
10.699999999999983,0.543403507,1.409
10.799999999999983,0.545431004,1.333
10.899999999999983,0.547543606,1.254
10.999999999999982,0.549553345,1.173
11.099999999999982,0.551492618,1.09
11.199999999999982,0.553384973,1.012
11.299999999999981,0.555225485,0.939
11.39999999999998,0.557041247,0.865
11.49999999999998,0.558811729,0.793
11.59999999999998,0.560478918,0.719
11.69999999999998,0.562242978,0.641
11.79999999999998,0.563870615,0.561
11.899999999999979,0.565541368,0.48
11.999999999999979,0.567155071,0.399
12.099999999999978,0.568727987,0.322
12.199999999999978,0.570289458,0.244
12.299999999999978,0.571822486,0.17
12.399999999999977,0.573326766,0.097
12.499999999999977,0.57480686,0.025
12.599999999999977,0.576313058,-0.05
