SMU_V,Vpv,Ipv
3.0,-5.27835531,2.936
3.1,-5.26845029,2.871
3.2,-5.2571541,2.799
3.3000000000000003,-5.24537757,2.727
3.4000000000000004,-5.23283825,2.652
3.5000000000000004,-5.21895312,2.581
3.6000000000000005,-5.20328553,2.512
3.7000000000000006,-5.18609716,2.447
3.8000000000000007,-5.16708387,2.385
3.900000000000001,-5.14579718,2.326
4.000000000000001,-5.12254478,2.266
4.1000000000000005,-5.09537473,2.208
4.2,-5.0657771,2.153
4.3,-5.03245389,2.094
4.3999999999999995,-4.99585056,2.04
4.499999999999999,-4.95523069,1.991
4.599999999999999,-4.90533141,1.941
4.699999999999998,-4.85834136,1.901
4.799999999999998,-4.8032357,1.866
4.899999999999998,-4.74532526,1.835
4.999999999999997,-4.68419635,1.806
5.099999999999997,-4.61566217,1.782
5.199999999999997,-4.54526535,1.758
5.299999999999996,-4.47126988,1.736
5.399999999999996,-4.3960267,1.714
5.499999999999996,-4.31349525,1.702
5.599999999999995,-4.22988977,1.688
5.699999999999995,-4.1446168,1.677
5.7999999999999945,-4.05714602,1.669
5.899999999999994,-3.96816551,1.659
5.999999999999994,-3.87748823,1.652
6.099999999999993,-3.78551689,1.646
6.199999999999993,-3.69198959,1.64
6.299999999999993,-3.59967748,1.633
6.399999999999992,-3.50366971,1.63
6.499999999999992,-3.40795579,1.627
6.599999999999992,-3.31191204,1.625
6.699999999999991,-3.21709978,1.62
6.799999999999991,-3.11954005,1.618
6.899999999999991,-3.02099548,1.617
6.99999999999999,-2.92603819,1.613
7.09999999999999,-2.826916,1.611
7.1999999999999895,-2.72858074,1.61
7.299999999999989,-2.63202093,1.608
7.399999999999989,-2.53331927,1.605
7.4999999999999885,-2.43860823,1.602
7.599999999999988,-2.33800117,1.603
7.699999999999988,-2.24207747,1.599
7.799999999999987,-2.14100309,1.6
7.899999999999987,-2.04297585,1.599
7.999999999999987,-1.94483299,1.597
8.099999999999987,-1.8476747,1.594
8.199999999999987,-1.74878443,1.594
8.299999999999986,-1.65325462,1.591
8.399999999999986,-1.55504592,1.589
8.499999999999986,-1.45424227,1.589
8.599999999999985,-1.35807514,1.587
8.699999999999985,-1.25796522,1.587
8.799999999999985,-1.16048815,1.583
8.899999999999984,-1.06116533,1.582
8.999999999999984,-0.963341732,1.581
9.099999999999984,-0.865745901,1.58
9.199999999999983,-0.769290543,1.577
9.299999999999983,-0.669616795,1.576
9.399999999999983,-0.570635521,1.575
9.499999999999982,-0.471918491,1.575
9.599999999999982,-0.377725849,1.571
9.699999999999982,-0.276496629,1.571
9.799999999999981,-0.17974236,1.569
9.89999999999998,-0.0808522755,1.569
9.99999999999998,0.0192752885,1.567
10.09999999999998,0.117084755,1.568
10.19999999999998,0.215792837,1.564
10.29999999999998,0.31124483,1.56
10.399999999999979,0.39655017,1.545
10.499999999999979,0.451319205,1.514
10.599999999999978,0.482282353,1.462
10.699999999999978,0.502648637,1.403
10.799999999999978,0.517253175,1.336
10.899999999999977,0.528375838,1.264
10.999999999999977,0.537545881,1.186
11.099999999999977,0.545357797,1.11
11.199999999999976,0.552043035,1.034
11.299999999999976,0.557761509,0.963
11.399999999999975,0.562917042,0.891
11.499999999999975,0.567615371,0.821
11.599999999999975,0.571741918,0.747
11.699999999999974,0.575695803,0.673
11.799999999999974,0.579264986,0.593
11.899999999999974,0.582703618,0.514
11.999999999999973,0.585870518,0.433
12.099999999999973,0.588814191,0.355
12.199999999999973,0.591724367,0.279
12.299999999999972,0.594383077,0.205
12.399999999999972,0.596936169,0.133
12.499999999999972,0.599363553,0.061
12.599999999999971,0.601651427,-0.015
