timestamp,smu_fixed_voltage_V,Vdc_pv_V,Idc_pv_A,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_mag_ohm,Z_phase_deg,Z_real_ohm,Z_imag_ohm,Y_real_S,Y_imag_S,C_uncorrected_F
2026-05-18T15:33:23,11.0,0.552289173,1.495,5.000000000000001,0.002204,172.95,0.002204,172.95,0.003008,-164.88,0.003008,-164.88,0.7327127659574468,-22.170000000000073,0.6785420617908781,-0.27649352212591977,1.2638899414395495,0.5150121137160159,0.016393344730021842
2026-05-18T15:33:25,11.0,0.552866917,1.497,6.252578052676056,0.012523,-173.45,0.012523,-173.45,0.020517,144.23,0.020517,144.23000000000002,0.6103718867280791,42.31999999999999,0.4513066073900404,0.4109454784202971,1.2113862717378427,-1.103049906293204,-0.028077353626713833
2026-05-18T15:33:27,11.0,0.551573699,1.488,7.81894646096126,0.00375,-11.88,0.00375,-11.879999999999995,0.00524,173.8,0.00524,173.8,0.7156488549618321,174.32,-0.7121351468066626,0.07082948743873937,-1.3904726760503905,-0.13829743888340837,-0.002815049460325597
2026-05-18T15:33:29,11.0,0.555361931,1.488,9.777714607371097,0.001659,-178.37,0.001659,-178.37,0.00523,-177.73,0.00523,-177.73,0.31720841300191205,-0.6400000000000148,0.3171886239554116,-0.003543178299791938,3.152304838128802,0.035213047547244955,0.0005731738758512194
2026-05-18T15:33:31,11.0,0.554328313,1.486,12.227184751875717,0.003168,145.12,0.003168,145.12,0.005243,-176.83,0.005243,-176.83,0.6042342170513064,-38.049999999999955,0.47581824497746084,-0.37241910101681724,1.3032581826869778,1.0200496637368042,0.013277459159847346
2026-05-18T15:33:33,11.0,0.552629959,1.484,15.290285405118688,0.001542,-179.54,0.001542,-179.54,0.005248,-177.33,0.005248,-177.33,0.2938262195121951,-2.2099999999999795,0.29360767193869713,-0.0113305891977008,3.4008408198333884,0.13124156464259426,0.001366079389531268
2026-05-18T15:33:35,11.0,0.552379361,1.482,19.120740588639627,0.00157,179.67,0.00157,179.66999999999996,0.005269,-177.63,0.005269,-177.63,0.29796925412791797,-2.7000000000000455,0.2976384709983474,-0.014036273982565992,3.3523253192195037,0.15809164891026206,0.0013159044373294735
2026-05-18T15:33:37,11.0,0.552941236,1.482,23.91078459108807,0.001608,177.19,0.001608,177.19,0.005261,-177.74,0.005261,-177.74,0.30564531457897737,-5.069999999999936,0.30444946928343014,-0.027010719670526654,3.258965298357622,0.2891350025904049,0.001924540146637525
2026-05-18T15:33:39,11.0,0.554535708,1.497,29.900809391300406,0.001567,177.02,0.001567,177.01999999999998,0.005254,-177.66,0.005254,-177.66,0.2982489531785307,-5.32000000000005,0.2969642142295103,-0.027653092759018855,3.3384606500480936,0.3108750401715585,0.0016547143817983207
2026-05-18T15:33:42,11.0,0.553494057,1.496,37.391428911458995,0.001557,176.18,0.001557,176.18,0.00526,-177.53,0.00526,-177.53,0.29600760456273767,-6.289999999999964,0.2942256661836582,-0.03243083899242523,3.357954583750671,0.3701284319006934,0.0015754350991864451
