timestamp,operating_point_mode,point_index,measurement_attempt,outlier_retries_before_acceptance,is_rejected_Z_real_outlier,operating_point_smu_voltage_V,operating_point_reference_Vdc_pv_V,operating_point_reference_Idc_pv_A,operating_point_reference_Pdc_pv_W,mpp_smu_voltage_V,mpp_search_Vdc_pv_V,mpp_search_Idc_pv_A,mpp_search_Pdc_pv_W,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_real_ohm,Z_imag_ohm,Z_magnitude_ohm,Z_phase_deg,Y_real_S,Y_imag_S,C_uncorrected_F
2026-05-29T13:23:29,MANUAL_SMU_VOLTAGE,1,1,0,False,12.5,0.585514114,0.052,0.030446733927999996,,,,,0.600278285,0.051,0.051,0.030614192534999998,5.000000000000001,0.006119,-176.63,0.006119,-176.63,0.000918,-170.04,0.000918,-170.04,6.621536611338146,-0.7649668015876913,6.665577342047931,-6.590000000000003,0.1490332734601864,0.01721737917053413,0.0005480462004155886
2026-05-29T13:23:33,MANUAL_SMU_VOLTAGE,2,1,0,False,12.5,0.585514114,0.052,0.030446733927999996,,,,,0.599729168,0.05,0.05,0.0299864584,8.60513842995157,0.006028,-176.7,0.006028,-176.7,0.000959,-169.46,0.000959,-169.46,6.235598037087536,-0.7921623580445666,6.2857142857142865,-7.239999999999981,0.15782247098000476,0.0200495638141445,0.0003708234578482489
2026-05-29T13:23:37,MANUAL_SMU_VOLTAGE,3,1,0,False,12.5,0.585514114,0.052,0.030446733927999996,,,,,0.599478988,0.051,0.051,0.030573428387999996,14.809681479725866,0.006102,179.11,0.006102,179.11,0.000984,-163.11,0.000984,-163.11,5.9050247271185325,-1.89362256285359,6.201219512195121,-17.779999999999973,0.1535562546450558,0.04924239980364306,0.0005291924305857684
2026-05-29T13:23:41,MANUAL_SMU_VOLTAGE,4,1,0,False,12.5,0.585514114,0.052,0.030446733927999996,,,,,0.587634563,0.052,0.052,0.030556997276000003,25.487871847306213,0.006059,176.67,0.006059,176.66999999999996,0.001086,-155.03,0.001086,-155.03,4.912350170268885,-2.6450280466081804,5.579189686924494,-28.300000000000068,0.1578145578331324,0.08497438439101657,0.0005306089654342964
2026-05-29T13:23:45,MANUAL_SMU_VOLTAGE,5,1,0,False,12.5,0.585514114,0.052,0.030446733927999996,,,,,0.593220257,0.051,0.051,0.030254233107,43.86533310618707,0.005961,173.26,0.005961,173.26,0.001334,-146.31,0.001334,-146.31,3.4014290368567055,-2.8979153619252207,4.468515742128936,-40.43000000000001,0.1703471336576122,0.14513064072108692,0.0005265720611066546
2026-05-29T13:23:49,MANUAL_SMU_VOLTAGE,6,1,0,False,12.5,0.585514114,0.052,0.030446733927999996,,,,,0.5908314,0.051,0.051,0.030132401399999998,75.49345273093543,0.005706,168.43,0.005706,168.43,0.001809,-142.31,0.001809,-142.31,2.058536563471319,-2.3898926526346704,3.154228855721393,-49.25999999999999,0.20690557100977405,0.2402105032866615,0.0005064106567879643
2026-05-29T13:23:53,MANUAL_SMU_VOLTAGE,7,1,0,False,12.5,0.585514114,0.052,0.030446733927999996,,,,,0.592910785,0.054,0.054,0.03201718239,129.92632226094094,0.00517,162.68,0.00517,162.68,0.002488,-145.95,0.002488,-145.95,1.2972558895104744,-1.6233004192199523,2.077974276527331,-51.370000000000005,0.3004313967622284,0.3759400255989537,0.00046051263777020145
2026-05-29T13:23:57,MANUAL_SMU_VOLTAGE,8,1,0,False,12.5,0.585514114,0.052,0.030446733927999996,,,,,0.592577464,0.049,0.049,0.029036295736,223.60679774997897,0.004363,158.58,0.004363,158.58000000000004,0.003128,-155.72,0.003128,-155.72,0.9741642871916503,-0.9982632343827991,1.3948209718670075,-45.69999999999993,0.5007203788283725,0.5131072360818895,0.0003652105113994036
2026-05-29T13:24:01,MANUAL_SMU_VOLTAGE,9,1,0,False,12.5,0.585514114,0.052,0.030446733927999996,,,,,0.592009729,0.056,0.056,0.033152544824000006,384.8334897033504,0.003589,159.09,0.003589,159.09000000000003,0.003451,-166.47,0.003451,-166.47,0.8576980717073972,-0.5881580646134453,1.0399884091567662,-34.43999999999994,0.7930077572007582,0.5437973140946545,0.0002248973462392163
2026-05-29T13:24:06,MANUAL_SMU_VOLTAGE,10,1,0,False,12.5,0.585514114,0.052,0.030446733927999996,,,,,0.592115143,0.056,0.056,0.033158448008000004,662.3090902757342,0.003044,163.04,0.003044,163.03999999999996,0.003466,-173.72,0.003466,-173.72,0.8069850317107763,-0.34654130028047664,0.8782458165031737,-23.24000000000001,1.046244769617069,0.44928593298207653,0.00010796481302405484
