SMU_V,Vpv,Ipv
11.0,-0.905989249,0.052
11.05,-0.855873443,0.052
11.100000000000001,-0.806010328,0.052
11.150000000000002,-0.755927767,0.052
11.200000000000003,-0.705777073,0.052
11.250000000000004,-0.655934433,0.052
11.300000000000004,-0.605792818,0.052
11.350000000000005,-0.555695968,0.052
11.400000000000006,-0.505520876,0.052
11.450000000000006,-0.455682761,0.052
11.500000000000007,-0.405576572,0.052
11.550000000000008,-0.355485907,0.053
11.600000000000009,-0.30565801,0.052
11.65000000000001,-0.255482842,0.053
11.70000000000001,-0.205340911,0.052
11.75000000000001,-0.155491889,0.052
11.800000000000011,-0.105476089,0.052
11.850000000000012,-0.0553445317,0.052
11.900000000000013,-0.00521688942,0.052
11.950000000000014,0.0445108774,0.052
12.000000000000014,0.0946630821,0.052
12.050000000000015,0.144790753,0.052
12.100000000000016,0.194593761,0.052
12.150000000000016,0.244672708,0.052
12.200000000000017,0.29481094,0.052
12.250000000000018,0.344534439,0.052
12.300000000000018,0.394383527,0.052
12.35000000000002,0.444111182,0.053
12.40000000000002,0.493701306,0.052
12.45000000000002,0.542409765,0.047
12.500000000000021,0.589803214,0.045
12.550000000000022,0.632832069,0.038
12.600000000000023,0.669327102,0.023
12.650000000000023,0.700715753,0.004
12.700000000000024,0.728753933,-0.017
