timestamp,smu_fixed_voltage_V,Vdc_pv_V,Idc_pv_A,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_mag_ohm,Z_phase_deg,Z_real_ohm,Z_imag_ohm,Y_real_S,Y_imag_S,C_uncorrected_F
2026-05-18T15:27:27,11.0,0.560874059,1.484,5.000000000000001,0.001621,177.44,0.001621,177.44,0.005256,-175.67,0.005256,-175.67,0.3084094368340944,-6.889999999999986,0.3061821947518635,-0.036997896497709265,3.2190269689339654,0.3889750242220079,0.012381459568844453
2026-05-18T15:27:32,11.0,0.559149625,1.487,6.252578052676056,0.004585,-146.45,0.004585,-146.45,0.005274,-177.16,0.005274,-177.16,0.8693591202123625,30.710000000000008,0.7474429373721061,0.4439756021100381,0.988962020369793,-0.5874361593426229,-0.01495277111659282
2026-05-18T15:27:37,11.0,0.558880199,1.493,7.81894646096126,0.000997,164.59,0.000997,164.59000000000003,0.005225,-177.02,0.005225,-177.02,0.19081339712918663,-18.389999999999986,0.18106876460798824,-0.06019846349631891,4.973084189153173,1.6533609630186352,0.033654223275912
2026-05-18T15:27:42,11.0,0.561281559,1.497,9.777714607371097,0.001551,-177.74,0.001551,-177.74,0.005259,-177.04,0.005259,-177.04,0.29492298916143755,-0.700000000000017,0.29490097895861594,-0.0036030744049189625,3.3904626170498493,0.04142437613963019,0.0006742776294728365
2026-05-18T15:27:47,11.0,0.559986659,1.492,12.227184751875717,0.001542,-177.11,0.001542,-177.11,0.005249,-177.42,0.005249,-177.42,0.2937702419508478,0.30999999999997385,0.29376594208537116,0.0015894422147462953,3.4039709281922375,-0.018417434821173227,-0.00023973022820423568
2026-05-18T15:27:52,11.0,0.561586386,1.496,15.290285405118688,0.001615,179.81,0.001615,179.81,0.005235,-177.59,0.005235,-177.59,0.3085004775549188,-2.6000000000000227,0.30818289784374475,-0.013994503501193025,3.238149184429964,0.14704349402888278,0.0015305599800227295
2026-05-18T15:27:57,11.0,0.560544025,1.485,19.120740588639627,0.001563,179.6,0.001563,179.60000000000002,0.005238,-177.68,0.005238,-177.68,0.2983963344788087,-2.7200000000000273,0.2980601524710797,-0.014160435703246712,3.3474719875425087,0.1590338777425623,0.0013237472494574403
2026-05-18T15:28:03,11.0,0.563222415,1.501,23.91078459108807,0.001556,178.3,0.001556,178.3,0.005258,-177.88,0.005258,-177.88,0.29593001141118297,-3.8199999999999363,0.2952725358767647,-0.019715506859514807,3.3716697701241363,0.22512821344361283,0.0014984982137454736
2026-05-18T15:28:08,11.0,0.562715499,1.487,29.900809391300406,0.001568,176.99,0.001568,176.99,0.005245,-177.82,0.005245,-177.82,0.29895138226882745,-5.190000000000055,0.2977257419350094,-0.027042772596218723,3.3313115806954037,0.302586873873879,0.0016105984310164955
2026-05-18T15:28:13,11.0,0.562008248,1.5,37.391428911458995,0.001573,175.68,0.001573,175.68,0.005255,-177.58,0.005255,-177.58,0.29933396764985726,-6.740000000000009,0.2972652574213479,-0.03513105348869487,3.3176620875081526,0.39208404394348784,0.0016688881788612848
2026-05-18T15:28:18,11.0,0.562589558,1.501,46.758565553997094,0.001548,173.9,0.001548,173.89999999999998,0.005266,-177.45,0.005266,-177.45,0.2939612609191037,-8.650000000000091,0.2906176016047198,-0.04421122661349387,3.363114946770399,0.511625710961341,0.001741451217496598
2026-05-18T15:28:23,11.0,0.562043787,1.493,58.472316151507385,0.001552,172.84,0.001552,172.84000000000003,0.005271,-177.19,0.005271,-177.19,0.2944412824890913,-9.970000000000027,0.2899947892350965,-0.05097735821237525,3.344974358418775,0.5880035173393631,0.0016004781835133118
2026-05-18T15:28:28,11.0,0.56291779,1.502,73.12054413161012,0.001553,170.74,0.001553,170.74,0.005279,-176.92,0.005279,-176.92,0.29418450464103046,-12.340000000000032,0.2873878462048464,-0.06287088853060695,3.3206936384137866,0.7264571635231806,0.0015812142796848955
