timestamp,operating_point_mode,point_index,measurement_attempt,outlier_retries_before_acceptance,is_rejected_Z_real_outlier,operating_point_smu_voltage_V,operating_point_reference_Vdc_pv_V,operating_point_reference_Idc_pv_A,operating_point_reference_Pdc_pv_W,mpp_smu_voltage_V,mpp_search_Vdc_pv_V,mpp_search_Idc_pv_A,mpp_search_Pdc_pv_W,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_real_ohm,Z_imag_ohm,Z_magnitude_ohm,Z_phase_deg
2026-05-29T11:35:33,MANUAL_SMU_VOLTAGE,1,1,0,False,13.0,0.423712542,-0.601,-0.254651237742,,,,,0.430392363,-0.606,-0.606,-0.260817771978,5.000000000000001,0.0001,-90.0,0.0001,-90.0,0.004224,-175.68,0.004224,-175.68,0.001783305055112039,0.023606981540260745,0.023674242424242424,85.68
2026-05-29T11:35:37,MANUAL_SMU_VOLTAGE,2,1,0,False,13.0,0.423712542,-0.601,-0.254651237742,,,,,0.431000244,-0.605,-0.605,-0.26075514761999996,8.60513842995157,0.0,0.0,0.0,0.0,0.004219,-177.23,0.004219,-177.23,-0.0,0.0,0.0,177.23000000000002
2026-05-29T11:35:41,MANUAL_SMU_VOLTAGE,3,1,0,False,13.0,0.423712542,-0.601,-0.254651237742,,,,,0.429232025,-0.6,-0.6,-0.257539215,14.809681479725866,0.00015,-180.0,0.00015,-180.0,0.004219,-178.13,0.004219,-178.13,0.03553451430253497,-0.0011601752651668336,0.0355534486845224,-1.8700000000000045
2026-05-29T11:35:45,MANUAL_SMU_VOLTAGE,4,1,0,False,13.0,0.423712542,-0.601,-0.254651237742,,,,,0.424723861,-0.607,-0.607,-0.257807383627,25.487871847306213,0.00015,-90.0,0.00015,-90.0,0.004225,-178.71,0.004225,-178.71,0.0007992726115763467,0.035493960489316724,0.03550295857988166,88.71000000000004
2026-05-29T11:35:49,MANUAL_SMU_VOLTAGE,5,1,0,False,13.0,0.423712542,-0.601,-0.254651237742,,,,,0.426613428,-0.604,-0.604,-0.257674510512,43.86533310618707,0.0001,-180.0,0.0001,-180.0,0.004223,-179.05,0.004223,-179.05,0.023676593524471642,-0.0003926087659885704,0.023679848448969927,-0.9499999999999886
2026-05-29T11:35:53,MANUAL_SMU_VOLTAGE,6,1,0,False,13.0,0.423712542,-0.601,-0.254651237742,,,,,0.42713024,-0.607,-0.607,-0.25926805568,75.49345273093543,0.0001,-180.0,0.0001,-180.0,0.004226,-179.37,0.004226,-179.37,0.02366160788646714,-0.00026018345298670477,0.023663038334122102,-0.6299999999999955
2026-05-29T11:35:58,MANUAL_SMU_VOLTAGE,7,1,0,False,13.0,0.423712542,-0.601,-0.254651237742,,,,,0.426749764,-0.612,-0.612,-0.26117085556799996,129.92632226094094,0.0001,-180.0,0.0001,-180.0,0.004215,-179.45,0.004215,-179.45,0.023723699334971506,-0.00022773816043654424,0.02372479240806643,-0.5500000000000114
2026-05-29T11:36:02,MANUAL_SMU_VOLTAGE,8,1,0,False,13.0,0.423712542,-0.601,-0.254651237742,,,,,0.427088618,-0.612,-0.612,-0.261378234216,223.60679774997897,0.00015,-90.0,0.00015,-90.0,0.004195,-179.76,0.004195,-179.76,0.00014977751926355636,0.035756539703139606,0.03575685339690107,89.75999999999999
2026-05-29T11:36:06,MANUAL_SMU_VOLTAGE,9,1,0,False,13.0,0.423712542,-0.601,-0.254651237742,,,,,0.427140247,-0.601,-0.601,-0.256711288447,384.8334897033504,0.0,0.0,0.0,0.0,0.004189,-179.67,0.004189,-179.67,-0.0,0.0,0.0,179.66999999999996
2026-05-29T11:36:10,MANUAL_SMU_VOLTAGE,10,1,0,False,13.0,0.423712542,-0.601,-0.254651237742,,,,,0.427199075,-0.612,-0.612,-0.2614458339,662.3090902757342,0.0001,-180.0,0.0001,-180.0,0.004199,-179.74,0.004199,-179.74,0.023814948891376028,-0.00010806955182603243,0.023815194093831867,-0.2599999999999909
2026-05-29T11:36:14,MANUAL_SMU_VOLTAGE,11,1,0,False,13.0,0.423712542,-0.601,-0.254651237742,,,,,0.427063978,-0.601,-0.601,-0.256665450778,1139.8522810475968,0.0,90.0,0.0,90.0,0.004225,179.83,0.004225,179.83000000000004,0.0,-0.0,0.0,-89.83000000000004
2026-05-29T11:36:18,MANUAL_SMU_VOLTAGE,12,1,0,False,13.0,0.423712542,-0.601,-0.254651237742,,,,,0.427039769,-0.602,-0.602,-0.257077940938,1961.717333622126,0.0,0.0,0.0,0.0,0.004243,178.58,0.004243,178.58000000000004,-0.0,-0.0,0.0,-178.58000000000004
2026-05-29T11:36:22,MANUAL_SMU_VOLTAGE,13,1,0,False,13.0,0.423712542,-0.601,-0.254651237742,,,,,0.427034122,-0.601,-0.601,-0.256647507322,3376.1698432507756,0.0,0.0,0.0,0.0,0.00425,176.72,0.00425,176.72000000000003,-0.0,-0.0,0.0,-176.72000000000003
2026-05-29T11:36:26,MANUAL_SMU_VOLTAGE,14,1,0,False,13.0,0.423712542,-0.601,-0.254651237742,,,,,0.427082622,-0.605,-0.605,-0.25838498631,5810.481772840162,0.0,0.0,0.0,0.0,0.00424,173.5,0.00424,173.5,-0.0,-0.0,0.0,-173.5
2026-05-29T11:36:30,MANUAL_SMU_VOLTAGE,15,1,0,False,13.0,0.423712542,-0.601,-0.254651237742,,,,,0.427033302,-0.605,-0.605,-0.25835514771,10000.0,0.0,90.0,0.0,90.0,0.004235,167.79,0.004235,167.78999999999996,0.0,-0.0,0.0,-77.78999999999996
