SMU_V,Vpv,Ipv
11.5,-0.426176353,0.07
11.51,-0.416021453,0.069
11.52,-0.406171028,0.07
11.53,-0.395998614,0.07
11.54,-0.386209216,0.07
11.549999999999999,-0.3761904,0.07
11.559999999999999,-0.366306357,0.07
11.569999999999999,-0.356072359,0.07
11.579999999999998,-0.346239069,0.07
11.589999999999998,-0.336127868,0.07
11.599999999999998,-0.326295928,0.07
11.609999999999998,-0.316142598,0.07
11.619999999999997,-0.306335183,0.07
11.629999999999997,-0.296139153,0.072
11.639999999999997,-0.286022095,0.069
11.649999999999997,-0.276153355,0.07
11.659999999999997,-0.26597963,0.07
11.669999999999996,-0.256142634,0.07
11.679999999999996,-0.245997017,0.07
11.689999999999996,-0.23617661,0.07
11.699999999999996,-0.226052333,0.07
11.709999999999996,-0.216150748,0.07
11.719999999999995,-0.205962016,0.07
11.729999999999995,-0.196139319,0.07
11.739999999999995,-0.186017193,0.07
11.749999999999995,-0.176149913,0.07
11.759999999999994,-0.166118016,0.07
11.769999999999994,-0.15596443,0.07
11.779999999999994,-0.146132827,0.07
11.789999999999994,-0.135914531,0.07
11.799999999999994,-0.126164575,0.07
11.809999999999993,-0.116054437,0.07
11.819999999999993,-0.106180129,0.07
11.829999999999993,-0.0960089234,0.07
11.839999999999993,-0.0862535855,0.07
11.849999999999993,-0.0761267436,0.07
11.859999999999992,-0.0662890105,0.07
11.869999999999992,-0.0560666619,0.069
11.879999999999992,-0.0459711942,0.07
11.889999999999992,-0.0360694995,0.07
11.899999999999991,-0.0259121265,0.07
11.909999999999991,-0.0160781336,0.07
11.919999999999991,-0.00594268078,0.07
11.92999999999999,0.00389520139,0.07
11.93999999999999,0.0140966012,0.069
11.94999999999999,0.0239147273,0.07
11.95999999999999,0.0340771207,0.07
11.96999999999999,0.0438595794,0.07
11.97999999999999,0.0539727862,0.07
11.98999999999999,0.0638071999,0.07
11.99999999999999,0.0739387124,0.069
12.00999999999999,0.0841142057,0.07
12.019999999999989,0.0939192922,0.07
12.029999999999989,0.104063967,0.07
12.039999999999988,0.113863634,0.07
12.049999999999988,0.124045525,0.07
12.059999999999988,0.133909024,0.07
12.069999999999988,0.143965496,0.07
12.079999999999988,0.153849937,0.07
12.089999999999987,0.163996027,0.07
12.099999999999987,0.173810354,0.07
12.109999999999987,0.183968774,0.07
12.119999999999987,0.193795291,0.07
12.129999999999987,0.203979474,0.07
12.139999999999986,0.214157693,0.069
12.149999999999986,0.223949648,0.07
12.159999999999986,0.234088101,0.069
12.169999999999986,0.243958114,0.07
12.179999999999986,0.254019309,0.069
12.189999999999985,0.263868573,0.069
12.199999999999985,0.273933631,0.07
12.209999999999985,0.283792264,0.07
12.219999999999985,0.293941572,0.069
12.229999999999984,0.303734256,0.07
12.239999999999984,0.313937557,0.069
12.249999999999984,0.323670931,0.07
12.259999999999984,0.333808932,0.069
12.269999999999984,0.343870404,0.071
12.279999999999983,0.353670352,0.07
12.289999999999983,0.363799257,0.07
12.299999999999983,0.373445161,0.068
12.309999999999983,0.383562272,0.068
12.319999999999983,0.39330352,0.07
12.329999999999982,0.403375882,0.069
12.339999999999982,0.413110785,0.069
12.349999999999982,0.423125991,0.071
12.359999999999982,0.432830946,0.07
12.369999999999981,0.442786521,0.067
12.379999999999981,0.452826228,0.067
12.389999999999981,0.462456168,0.069
12.39999999999998,0.472463416,0.068
12.40999999999998,0.482124247,0.069
12.41999999999998,0.492085298,0.069
12.42999999999998,0.501610463,0.067
12.43999999999998,0.511489832,0.065
12.44999999999998,0.521012765,0.065
12.45999999999998,0.530807743,0.069
12.46999999999998,0.540140564,0.066
12.479999999999979,0.549784751,0.067
12.489999999999979,0.559046797,0.068
12.499999999999979,0.568435464,0.066
12.509999999999978,0.577628035,0.061
12.519999999999978,0.586394345,0.06
12.529999999999978,0.595209177,0.061
12.539999999999978,0.60346586,0.059
12.549999999999978,0.611818664,0.061
12.559999999999977,0.619632098,0.056
12.569999999999977,0.627381087,0.053
12.579999999999977,0.634583418,0.049
12.589999999999977,0.64182982,0.046
12.599999999999977,0.64860473,0.046
12.609999999999976,0.655344999,0.043
12.619999999999976,0.661571072,0.041
12.629999999999976,0.667802876,0.039
12.639999999999976,0.673908214,0.033
12.649999999999975,0.679601583,0.026
12.659999999999975,0.685392917,0.021
12.669999999999975,0.690836203,0.02
12.679999999999975,0.696332612,0.015
12.689999999999975,0.701538196,0.013
12.699999999999974,0.706870862,0.008
