SMU_V,Vpv,Ipv
6.0,-3.93906479,1.976
6.1,-3.86623674,1.958
6.199999999999999,-3.78151477,1.945
6.299999999999999,-3.69122234,1.932
6.399999999999999,-3.6054137,1.922
6.499999999999998,-3.51475582,1.913
6.599999999999998,-3.42478184,1.901
6.6999999999999975,-3.32711172,1.894
6.799999999999997,-3.23355216,1.887
6.899999999999997,-3.13781506,1.882
6.9999999999999964,-3.04487731,1.876
7.099999999999996,-2.94493846,1.876
7.199999999999996,-2.85118432,1.87
7.299999999999995,-2.75345642,1.866
7.399999999999995,-2.65202223,1.862
7.499999999999995,-2.55425353,1.863
7.599999999999994,-2.45917507,1.859
7.699999999999994,-2.36040159,1.858
7.799999999999994,-2.26241408,1.852
7.899999999999993,-2.16296385,1.853
7.999999999999993,-2.06537925,1.85
8.099999999999993,-1.96364387,1.851
8.199999999999992,-1.86883335,1.847
8.299999999999992,-1.76866371,1.845
8.399999999999991,-1.67144255,1.844
8.499999999999991,-1.56972284,1.842
8.59999999999999,-1.47599408,1.84
8.69999999999999,-1.37519262,1.84
8.79999999999999,-1.27569102,1.838
8.89999999999999,-1.17806783,1.836
8.99999999999999,-1.07830119,1.839
9.099999999999989,-0.980808756,1.833
9.199999999999989,-0.880906866,1.833
9.299999999999988,-0.783285849,1.831
9.399999999999988,-0.683810512,1.831
9.499999999999988,-0.582997862,1.831
9.599999999999987,-0.485307712,1.827
9.699999999999987,-0.389375418,1.828
9.799999999999986,-0.288225985,1.826
9.899999999999986,-0.191838934,1.823
9.999999999999986,-0.0933865243,1.822
10.099999999999985,0.00764479416,1.822
10.199999999999985,0.106301215,1.822
10.299999999999985,0.205125199,1.821
10.399999999999984,0.305179232,1.82
10.499999999999984,0.400727359,1.814
10.599999999999984,0.477657811,1.792
10.699999999999983,0.519667447,1.733
10.799999999999983,0.543683105,1.659
10.899999999999983,0.559199752,1.579
10.999999999999982,0.570849798,1.496
11.099999999999982,0.579688763,1.413
11.199999999999982,0.587162653,1.326
11.299999999999981,0.593264129,1.243
11.39999999999998,0.598661095,1.155
11.49999999999998,0.603523053,1.065
11.59999999999998,0.607794166,0.977
11.69999999999998,0.611683419,0.879
11.79999999999998,0.61516635,0.783
11.899999999999979,0.61839035,0.688
11.999999999999979,0.621508352,0.594
12.099999999999978,0.624280518,0.502
12.199999999999978,0.627005019,0.41
12.299999999999978,0.629504266,0.321
12.399999999999977,0.631897432,0.234
12.499999999999977,0.634193568,0.144
12.599999999999977,0.636335264,0.052
12.699999999999976,0.638490881,-0.043
