SMU_V,Vpv,Ipv
3.0,-3.81464597,1.666
3.1,-3.62838758,1.655
3.2,-3.43987692,1.646
3.3000000000000003,-3.24803152,1.639
3.4000000000000004,-3.05465702,1.633
3.5000000000000004,-2.8623435,1.628
3.6000000000000005,-2.66693813,1.624
3.7000000000000006,-2.47159668,1.62
3.8000000000000007,-2.27608614,1.617
3.900000000000001,-2.080679,1.613
4.000000000000001,-1.88428289,1.611
4.1000000000000005,-1.68824518,1.607
4.2,-1.49226358,1.603
4.3,-1.29496377,1.601
4.3999999999999995,-1.09919066,1.599
4.499999999999999,-0.904501513,1.595
4.599999999999999,-0.708561735,1.59
4.699999999999998,-0.512576826,1.588
4.799999999999998,-0.316134167,1.585
4.899999999999998,-0.120576821,1.581
4.999999999999997,0.0764686083,1.579
5.099999999999997,0.272147922,1.576
5.199999999999997,0.421922265,1.536
5.299999999999996,0.479797937,1.425
5.399999999999996,0.507976972,1.289
5.499999999999996,0.525960658,1.147
5.599999999999995,0.539088527,1.0
5.699999999999995,0.549363915,0.852
5.7999999999999945,0.557901424,0.701
5.899999999999994,0.565167205,0.551
5.999999999999994,0.571561354,0.399
6.099999999999993,0.577217602,0.247
6.199999999999993,0.582351441,0.093
6.299999999999993,0.587145899,-0.062
