timestamp,point_index,smu_voltage_V,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,is_mpp_candidate,is_negative_current_endpoint
2026-05-22T13:10:53,1,9.5,-0.150863593,2.239,2.239,-0.337783584727,False,False
2026-05-22T13:10:54,2,9.6,-0.0511373901,2.239,2.239,-0.1144966164339,False,False
2026-05-22T13:10:55,3,9.7,0.0479915347,2.237,2.237,0.1073570631239,True,False
2026-05-22T13:10:56,4,9.8,0.147198225,2.239,2.239,0.32957682577499997,True,False
2026-05-22T13:10:57,5,9.9,0.246296451,2.236,2.236,0.550718864436,True,False
2026-05-22T13:10:59,6,10.0,0.343443109,2.234,2.234,0.7672519055060001,True,False
2026-05-22T13:11:00,7,10.1,0.431182873,2.224,2.224,0.9589507095520001,True,False
2026-05-22T13:11:01,8,10.2,0.489983536,2.182,2.182,1.0691440755519999,True,False
2026-05-22T13:11:02,9,10.3,0.520500535,2.117,2.117,1.1018996325950001,True,False
2026-05-22T13:11:03,10,10.4,0.538580064,2.038,2.038,1.097626170432,True,False
2026-05-22T13:11:04,11,10.5,0.551097132,1.955,1.955,1.07739489306,True,False
2026-05-22T13:11:05,12,10.6,0.560667221,1.87,1.87,1.0484477032700001,True,False
2026-05-22T13:11:06,13,10.7,0.568443067,1.782,1.782,1.012965545394,True,False
2026-05-22T13:11:07,14,10.8,0.574919813,1.693,1.693,0.9733392434089999,True,False
2026-05-22T13:11:08,15,10.9,0.580558598,1.604,1.604,0.931215991192,True,False
2026-05-22T13:11:09,16,11.0,0.585578118,1.513,1.513,0.885979692534,True,False
2026-05-22T13:11:10,17,11.1,0.590077098,1.423,1.423,0.839679710454,True,False
2026-05-22T13:11:11,18,11.2,0.594176362,1.332,1.332,0.791442914184,True,False
2026-05-22T13:11:12,19,11.3,0.597946096,1.24,1.24,0.7414531590400001,True,False
2026-05-22T13:11:13,20,11.4,0.601477832,1.147,1.147,0.689895073304,True,False
2026-05-22T13:11:15,21,11.5,0.604749999,1.055,1.055,0.638011248945,True,False
2026-05-22T13:11:16,22,11.6,0.607833151,0.963,0.963,0.585343324413,True,False
2026-05-22T13:11:17,23,11.7,0.610758629,0.871,0.871,0.531970765859,True,False
2026-05-22T13:11:18,24,11.8,0.613519656,0.78,0.78,0.47854533168,True,False
2026-05-22T13:11:19,25,11.9,0.616161029,0.686,0.686,0.42268646589400005,True,False
2026-05-22T13:11:20,26,12.0,0.618683024,0.594,0.594,0.367497716256,True,False
2026-05-22T13:11:21,27,12.1,0.621092064,0.501,0.501,0.31116712406400004,True,False
2026-05-22T13:11:22,28,12.2,0.623423034,0.408,0.408,0.254356597872,True,False
2026-05-22T13:11:23,29,12.3,0.625661416,0.316,0.316,0.197709007456,True,False
2026-05-22T13:11:24,30,12.4,0.627829398,0.222,0.222,0.139378126356,True,False
2026-05-22T13:11:25,31,12.5,0.629913745,0.13,0.13,0.08188878684999999,True,False
2026-05-22T13:11:26,32,12.6,0.631945318,0.037,0.037,0.023381976766,True,False
2026-05-22T13:11:27,33,12.7,0.634018694,-0.064,-0.064,-0.040577196416,False,True
