timestamp,sweep_index,smu_voltage_V,Vdc_pv_start_V,Idc_pv_start_A,Vdc_pv_V,Idc_pv_A,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_mag_ohm,Z_phase_deg,Z_real_ohm,Z_imag_ohm,Y_real_S,Y_imag_S,C_uncorrected_F
2026-05-21T10:37:28,1,10.0,0.344195814,2.239,0.344547767,2.243,49.99999999999999,0.006733,-178.27,0.006733,-178.27,0.000164,160.68,0.000164,160.68,41.05487804878049,21.049999999999955,38.31517666734202,14.746194375180592,0.022732191164087628,-0.00874883893632463,-2.78484192606181e-05
2026-05-21T10:37:32,1,10.0,0.344195814,2.239,0.345581611,2.243,84.93232323171236,0.006975,-179.35,0.006975,-179.35,0.00014,-169.9,0.00014,-169.9,49.82142857142858,-9.449999999999989,49.14531477718612,-8.1800232486987,0.0197992969182379,0.003295506597797962,6.175460002437115e-06
2026-05-21T10:37:36,1,10.0,0.344195814,2.239,0.364631431,2.245,144.26999059072133,0.006927,-179.75,0.006927,-179.75,0.000179,-163.95,0.000179,-163.95,38.69832402234637,-15.800000000000011,37.23622369372826,-10.53678922486067,0.024864590853434686,0.007035970004368823,7.761901148371064e-06
2026-05-21T10:37:40,1,10.0,0.344195814,2.239,0.362720826,2.243,245.06370946974494,0.006944,179.99,0.006944,179.99,0.000188,-154.33,0.000188,-154.33,36.93617021276596,-25.67999999999995,33.28792344065912,-16.006087060716503,0.02439961524998407,0.011732253789739494,7.619431650185598e-06
2026-05-21T10:37:44,1,10.0,0.344195814,2.239,0.366512182,2.245,416.27660370093656,0.006915,179.25,0.006915,179.25,0.000232,-140.42,0.000232,-140.42,29.806034482758623,-40.33000000000004,22.72202135615,-19.290138337452618,0.025576349892186705,0.021713355508920677,8.301662475460874e-06
2026-05-21T10:37:48,1,10.0,0.344195814,2.239,0.360538893,2.24,707.1067811865474,0.006908,178.33,0.006908,178.33000000000004,0.000305,-126.76,0.000305,-126.76,22.649180327868855,-54.90999999999997,13.020163276166189,-18.532693214594982,0.02538115909278165,0.03612713795674111,8.13146293962818e-06
2026-05-21T10:37:53,1,10.0,0.344195814,2.239,0.363768219,2.244,1201.1244339814311,0.00688,176.28,0.00688,176.27999999999997,0.000462,-119.97,0.000462,-119.97,14.891774891774892,-63.75,6.586463611919326,-13.356026973473801,0.029700199837380606,0.06022604746920087,7.980249911191662e-06
2026-05-21T10:37:57,1,10.0,0.344195814,2.239,0.363613834,2.241,2040.2857733683695,0.006851,173.46,0.006851,173.46000000000004,0.000753,-113.43,0.000753,-113.43,9.098273572377158,-73.10999999999996,2.643368674665784,-8.705813232984744,0.03193300260610294,0.10516987634814003,8.203902562892511e-06
2026-05-21T10:38:01,1,10.0,0.344195814,2.239,0.362076738,2.246,3465.724215775732,0.006744,169.0,0.006744,169.0,0.001198,-114.86,0.001198,-114.86,5.629382303839733,-76.13999999999999,1.3485201974179657,-5.46547695996788,0.04255356682357989,0.17246722702711148,7.920137320151142e-06
2026-05-21T10:38:05,1,10.0,0.344195814,2.239,0.364974272,2.247,5887.040186524746,0.006534,162.19,0.006534,162.19,0.001839,-120.81,0.001839,-120.81,3.5530179445350734,-77.0,0.7992551327258365,-3.4619543247997426,0.06331267048337429,0.2742373047352384,7.413950176307016e-06
2026-05-21T10:38:09,1,10.0,0.344195814,2.239,0.364497313,2.247,10000.0,0.006102,151.63,0.006102,151.63,0.002757,-132.45,0.002757,-132.45,2.2132752992383025,-75.92000000000002,0.5384377526942322,-2.1467818558698464,0.1099169397656732,0.4382450724544333,6.974886956678888e-06
2026-05-21T10:38:14,2,10.1,0.454949761,2.24,0.454998258,2.235,49.99999999999999,0.005944,178.0,0.005944,178.0,0.001254,-172.77,0.001254,-172.77,4.7400318979266345,-9.230000000000018,4.678659937562792,-0.7602917742596585,0.20823750502606236,0.033839018923470264,0.00010771294262100961
2026-05-21T10:38:18,2,10.1,0.454949761,2.24,0.455739702,2.235,84.93232323171236,0.005868,178.73,0.005868,178.73000000000002,0.001222,-169.73,0.001222,-169.73,4.801963993453355,-11.539999999999964,4.704893639502529,-0.960642511755096,0.20403844803731674,0.041660454462027846,7.80676544193581e-05
2026-05-21T10:38:22,2,10.1,0.454949761,2.24,0.45497277,2.235,144.26999059072133,0.005837,177.06,0.005837,177.06,0.001271,-163.81,0.001271,-163.81,4.592446892210858,-19.129999999999995,4.33884027208596,-1.50500284089506,0.2057241975612093,0.07135904581747243,7.872146403884361e-05
2026-05-21T10:38:26,2,10.1,0.454949761,2.24,0.457957655,2.237,245.06370946974494,0.005802,174.43,0.005802,174.43,0.001378,-155.5,0.001378,-155.5,4.210449927431059,-30.069999999999993,3.6437818603378243,-2.1096782564356187,0.20553952838493125,0.1190033570866723,7.728591298097575e-05
2026-05-21T10:38:31,2,10.1,0.454949761,2.24,0.455635587,2.24,416.27660370093656,0.005701,171.46,0.005701,171.46000000000004,0.001648,-145.76,0.001648,-145.76,3.459344660194175,-42.77999999999997,2.5390447860701726,-2.3495354971448768,0.2121693735807612,0.19633347051217143,7.506413295532672e-05
2026-05-21T10:38:35,2,10.1,0.454949761,2.24,0.456261824,2.242,707.1067811865474,0.005519,164.2,0.005519,164.2,0.002211,-141.3,0.002211,-141.3,2.4961555857078244,-54.5,1.4495249265349057,-2.032158998556547,0.23263892644988,0.326147746165215,7.340903433760234e-05
2026-05-21T10:38:39,2,10.1,0.454949761,2.24,0.454593002,2.24,1201.1244339814311,0.005051,155.07,0.005051,155.07,0.002996,-141.75,0.002996,-141.75,1.6859145527369825,-63.18000000000001,0.7606662434965815,-1.5045579899542387,0.2676227473743353,0.5293437776398058,7.014067520635803e-05
2026-05-21T10:38:43,2,10.1,0.454949761,2.24,0.456688209,2.245,2040.2857733683695,0.004349,143.98,0.004349,143.98000000000002,0.003975,-147.18,0.003975,-147.18,1.0940880503144652,-68.83999999999997,0.3949368991845371,-1.020320296526248,0.3299310298695476,0.8523774985948119,6.649073088310764e-05
2026-05-21T10:38:47,2,10.1,0.454949761,2.24,0.454844271,2.24,3465.724215775732,0.00335,132.05,0.00335,132.05,0.004891,-157.02,0.004891,-157.02,0.684931506849315,-70.92999999999995,0.22378293154382342,-0.6473425434995955,0.47701569687881407,1.379875365723738,6.33674151872796e-05
2026-05-21T10:38:51,2,10.1,0.454949761,2.24,0.455487429,2.234,5887.040186524746,0.002248,122.17,0.002248,122.17000000000002,0.005477,-168.39,0.005477,-168.39,0.41044367354391087,-69.44,0.14414292150649885,-0.3843004388909695,0.8556303642058904,2.281202025435141,6.167183627696138e-05
2026-05-21T10:38:55,2,10.1,0.454949761,2.24,0.456093053,2.241,10000.0,0.001492,117.22,0.001492,117.22000000000003,0.00569,-179.67,0.00569,-179.67,0.2622144112478032,-63.110000000000014,0.11859408596660546,-0.23386286631224176,1.7248443830291555,3.401325184725941,5.413377162120875e-05
2026-05-21T10:39:00,3,10.2,0.518111206,2.203,0.518088038,2.204,49.99999999999999,0.002929,176.42,0.002929,176.41999999999996,0.003766,-175.84,0.003766,-175.84,0.777748274030802,-7.740000000000009,0.7706625347778094,-0.10474557388134904,1.2740490095682238,0.17316398376451939,0.0005511980796321595
2026-05-21T10:39:04,3,10.2,0.518111206,2.203,0.5189123,2.2,84.93232323171236,0.00299,172.35,0.00299,172.35000000000002,0.00391,-173.6,0.00391,-173.6,0.7647058823529411,-14.049999999999955,0.7418291248290352,-0.1856465352776019,1.2685716986721374,0.3174665603267868,0.0005949015689179191
2026-05-21T10:39:09,3,10.2,0.518111206,2.203,0.519177073,2.204,144.26999059072133,0.002925,166.49,0.002925,166.49,0.00405,-170.58,0.00405,-170.58,0.7222222222222223,-22.92999999999995,0.665153330455669,-0.28138227601492005,1.275205201583649,0.5394547776854086,0.0005951126363260061
2026-05-21T10:39:13,3,10.2,0.518111206,2.203,0.519082432,2.207,245.06370946974494,0.002765,157.49,0.002765,157.49,0.00437,-167.24,0.00437,-167.24,0.6327231121281465,-35.26999999999998,0.5165804853390351,-0.3653534436515056,1.290359128798828,0.9126112283246651,0.0005926890946983263
2026-05-21T10:39:17,3,10.2,0.518111206,2.203,0.518232618,2.195,416.27660370093656,0.002435,145.33,0.002435,145.33000000000004,0.0049,-164.1,0.0049,-164.1,0.4969387755102041,-50.569999999999936,0.31562322336096055,-0.3838360684990641,1.2780951292785587,1.5543184825440977,0.0005942622463925671
2026-05-21T10:39:21,3,10.2,0.518111206,2.203,0.518649773,2.21,707.1067811865474,0.001853,131.3,0.001853,131.3,0.00552,-167.29,0.00552,-167.29,0.33568840579710146,-61.40999999999997,0.16063986434984467,-0.29475674677310265,1.4255440624385325,2.615718905931091,0.0005887436023725939
2026-05-21T10:39:25,3,10.2,0.518111206,2.203,0.518976812,2.208,1201.1244339814311,0.001254,119.61,0.001254,119.61000000000001,0.005948,-172.03,0.005948,-172.03,0.210827168796234,-68.36000000000001,0.0777474875554062,-0.19596791390801124,1.749174793112693,4.4089159154177215,0.0005842032197191212
2026-05-21T10:39:29,3,10.2,0.518111206,2.203,0.519325692,2.207,2040.2857733683695,0.000793,113.01,0.000793,113.00999999999999,0.006159,-176.33,0.006159,-176.33,0.12875466796557883,-70.65999999999997,0.042640096625550065,-0.12148903935207572,2.5721258476425066,7.328433166248729,0.0005716632340191745
2026-05-21T10:39:33,3,10.2,0.518111206,2.203,0.519179429,2.209,3465.724215775732,0.000483,111.73,0.000483,111.73000000000002,0.006227,179.82,0.006227,179.82,0.07756544082222579,-68.08999999999997,0.02894352212654509,-0.07196297754301448,4.810772825036717,11.961140570903499,0.0005492862467852792
2026-05-21T10:39:37,3,10.2,0.518111206,2.203,0.51962685,2.21,5887.040186524746,0.000288,117.14,0.000288,117.13999999999999,0.006219,175.56,0.006219,175.56,0.046309696092619396,-58.420000000000016,0.024251858304671296,-0.03945168337296793,11.308399956223392,18.395926981062594,0.0004973301725534895
2026-05-21T10:39:41,3,10.2,0.518111206,2.203,0.51946266,2.205,10000.0,0.000183,130.57,0.000183,130.57,0.006124,169.79,0.006124,169.78999999999996,0.029882429784454604,-39.21999999999997,0.023150630202810343,-0.018894653503983214,25.925730512495228,21.159583587136076,0.0003367652321658845
2026-05-21T10:39:47,4,10.3,0.550400083,2.136,0.550620076,2.139,49.99999999999999,0.001505,172.15,0.001505,172.14999999999998,0.005135,-178.41,0.005135,-178.41,0.2930866601752678,-9.440000000000055,0.28911765077604484,-0.048070514688672704,3.365755021306243,0.5596115482949311,0.0017812988824489442
