timestamp,sweep_index,smu_voltage_V,Vdc_pv_median_V,Vdc_pv_mean_V,Idc_pv_median_A,frequency_points_recorded,C_final_median_F,C_final_mean_F,C_final_std_F,filter_used_points,filter_candidate_points,filter_outlier_points,filter_frequency_min_Hz,filter_frequency_max_Hz
2026-05-26T12:41:41,1,11.95,0.0488589355,0.04883895386363637,0.097,11,1.7673994274491616e-06,1.8541986629250722e-06,1.1967488147874234e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T12:42:27,2,12.0,0.0987015891,0.0985763643090909,0.097,11,1.92181787662857e-06,1.9729746863058995e-06,1.213560003193055e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T12:43:13,3,12.05,0.148758426,0.14879599772727273,0.097,11,2.0134174912282086e-06,2.126480501100582e-06,1.35104171684202e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T12:44:00,4,12.1,0.198435941,0.19822089472727275,0.096,11,2.144859846746194e-06,2.1925762074516686e-06,1.3393757481168234e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T12:44:46,5,12.15,0.24822596,0.2483416422727273,0.096,11,2.325618874170313e-06,2.4209106704864056e-06,1.502941174939189e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T12:45:32,6,12.2,0.297956048,0.2980437909090909,0.095,11,2.7924172296364706e-06,2.7917507657394108e-06,1.5839663580858876e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T12:46:18,7,12.25,0.347353493,0.3473333600909091,0.095,11,4.57310070425707e-06,4.336605404348031e-06,2.0663958811912274e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T12:47:05,8,12.3,0.396688511,0.39673391345454545,0.094,11,1.2795082876035592e-05,1.130915416960928e-05,5.374062694235881e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T12:47:51,9,12.35,0.445703559,0.44568352699999997,0.093,11,4.413319273997727e-05,3.6484100706022614e-05,2.4033390576409128e-05,11,11,0,49.99999999999999,10000.0
2026-05-26T12:48:37,10,12.4,0.493791873,0.49383425809090914,0.092,11,0.00010094980398545594,9.616366664297904e-05,7.683859741400998e-05,10,10,0,49.99999999999999,5887.040186524746
2026-05-26T12:49:23,11,12.45,0.539116835,0.5391586319999999,0.089,11,0.0001266103298174855,0.00017865454861851462,0.0001723527688390979,9,9,0,49.99999999999999,3465.724215775732
2026-05-26T12:50:10,12,12.5,0.580676883,0.5805853002727273,0.078,11,0.00013935685135445534,0.0002186271072728472,0.0002253726750029526,8,8,0,49.99999999999999,2040.2857733683695
2026-05-26T12:50:56,13,12.55,0.617287187,0.6171804936363636,0.067,11,4.484438953564811e-05,8.552328875821839e-05,0.00010746979374943342,6,8,2,144.26999059072133,2040.2857733683695
