timestamp,point_index,smu_voltage_V,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,is_mpp_candidate,is_negative_current_endpoint
2026-05-22T12:45:48,1,10.0,0.347349089,2.211,2.211,0.7679888357789999,True,False
2026-05-22T12:45:49,2,10.1,0.424852962,2.192,2.192,0.9312776927040001,True,False
2026-05-22T12:45:50,3,10.2,0.470076609,2.145,2.145,1.008314326305,True,False
2026-05-22T12:45:51,4,10.3,0.494849589,2.076,2.076,1.027307746764,True,False
2026-05-22T12:45:52,5,10.4,0.510840691,1.982,1.982,1.012486249562,True,False
2026-05-22T12:45:53,6,10.5,0.522538656,1.905,1.905,0.9954361396800001,True,False
2026-05-22T12:45:54,7,10.6,0.531685058,1.819,1.819,0.9671351205019999,True,False
2026-05-22T12:45:55,8,10.7,0.539423841,1.738,1.738,0.937518635658,True,False
2026-05-22T12:45:56,9,10.8,0.545800422,1.646,1.646,0.898387494612,True,False
2026-05-22T12:45:57,10,10.9,0.551526847,1.566,1.566,0.863691042402,True,False
2026-05-22T12:45:58,11,11.0,0.556626559,1.481,1.481,0.8243639338790001,True,False
2026-05-22T12:46:00,12,11.1,0.56125922,1.375,1.375,0.7717314274999999,True,False
2026-05-22T12:46:01,13,11.2,0.565510533,1.289,1.289,0.7289430770369999,True,False
2026-05-22T12:46:02,14,11.3,0.569423961,1.202,1.202,0.684447601122,True,False
2026-05-22T12:46:03,15,11.4,0.57309697,1.107,1.107,0.63441834579,True,False
2026-05-22T12:46:04,16,11.5,0.576534444,1.03,1.03,0.5938304773199999,True,False
2026-05-22T12:46:05,17,11.6,0.579769564,0.932,0.932,0.540345233648,True,False
2026-05-22T12:46:06,18,11.7,0.582842674,0.832,0.832,0.484925104768,True,False
2026-05-22T12:46:07,19,11.8,0.585759728,0.752,0.752,0.440491315456,True,False
2026-05-22T12:46:08,20,11.9,0.588564655,0.656,0.656,0.38609841368000003,True,False
2026-05-22T12:46:09,21,12.0,0.591239437,0.572,0.572,0.338188957964,True,False
2026-05-22T12:46:10,22,12.1,0.593810593,0.466,0.466,0.27671573633800006,True,False
2026-05-22T12:46:11,23,12.2,0.596297275,0.375,0.375,0.22361147812499998,True,False
