timestamp,smu_fixed_voltage_V,Vdc_pv_V,Idc_pv_A,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_mag_ohm,Z_phase_deg,Z_real_ohm,Z_imag_ohm,Y_real_S,Y_imag_S,C_uncorrected_F
2026-05-18T11:38:43,10.6,0.266384429,1.594,5.000000000000001,0.006849,-177.99,0.006849,-177.99,9.6e-05,157.59,9.6e-05,157.59000000000003,71.34375,24.41999999999996,64.96129565249498,29.495096731688097,0.012762707380506135,-0.005794793422224487,-0.00018445400346868548
2026-05-18T11:38:48,10.6,0.265303754,1.593,6.252578052676056,0.006619,-173.68,0.006619,-173.68,0.000195,-143.25,0.000195,-143.25,33.94358974358974,-30.430000000000007,29.26781247498812,-17.191929432441853,0.025402398474704276,0.014921383084748694,0.00037981323155000785
2026-05-18T11:38:54,10.6,0.277154454,1.594,7.81894646096126,0.007128,179.19,0.007128,179.19,4.4e-05,141.24,4.4e-05,141.24,162.0,37.94999999999999,127.74473055533912,99.62571864405199,0.004867578515292605,-0.003796133159733729,-7.727043023292444e-05
2026-05-18T11:38:59,10.6,0.283657616,1.592,9.777714607371097,0.006972,-176.38,0.006972,-176.38,8.1e-05,-162.9,8.1e-05,-162.9,86.07407407407406,-13.47999999999999,83.7028494438434,-20.06437695744552,0.011297842694461496,0.002708201406926784,4.4082248061923246e-05
2026-05-18T11:39:04,10.6,0.27639445,1.592,12.227184751875717,0.006977,-177.35,0.006977,-177.35,6.3e-05,-174.52,6.3e-05,-174.52,110.74603174603175,-2.829999999999984,110.61096840504983,-5.467834671068545,0.009018656533348466,0.0004458194661032393,5.8030015246179565e-06
2026-05-18T11:39:09,10.6,0.281924513,1.591,15.290285405118688,0.007073,-178.19,0.007073,-178.19,5.8e-05,-180.0,5.8e-05,-180.0,121.94827586206897,1.8100000000000023,121.88743134670895,3.851761341592243,0.008196106553086792,-0.00025900493614432836,-2.6959546391966505e-06
2026-05-18T11:39:14,10.6,0.272185033,1.593,19.120740588639627,0.007036,-178.37,0.007036,-178.37,6.1e-05,-180.0,6.1e-05,-180.0,115.34426229508196,1.6299999999999955,115.29758919448504,3.280970944161453,0.008666190570654883,-0.00024660983510177913,-2.052701572388091e-06
2026-05-18T11:39:19,10.6,0.273303586,1.592,23.91078459108807,0.007069,-178.71,0.007069,-178.71,6.2e-05,-174.93,6.2e-05,-174.93,114.01612903225805,-3.780000000000001,113.76809167036537,-7.516581482553066,0.008751608653325983,0.0005782129117251985,3.848700267866677e-06
2026-05-18T11:39:24,10.6,0.275515285,1.593,29.900809391300406,0.007058,-178.76,0.007058,-178.76,0.006581,-5.56,0.006581,-5.560000000000002,1.072481385807628,-173.2,-1.0649370241932743,-0.1269860520144789,-0.9258580346910058,0.11040188657198703,0.0005876431552289263
2026-05-18T11:39:29,10.6,0.270362575,1.592,37.391428911458995,0.007061,-178.92,0.007061,-178.92,6.1e-05,-168.9,6.1e-05,-168.9,115.75409836065573,-10.019999999999982,113.98851016962884,-20.140278960252413,0.008507232938729568,0.0015031167993238045,6.397949359553304e-06
