timestamp,point_index,smu_voltage_V,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,is_mpp_candidate,is_negative_current_endpoint,operating_point_mode
2026-05-29T13:23:19,1,12.5,0.585514114,0.052,0.052,0.030446733927999996,False,False,MANUAL_SMU_VOLTAGE
