timestamp,operating_point_mode,point_index,measurement_attempt,outlier_retries_before_acceptance,is_rejected_Z_real_outlier,operating_point_smu_voltage_V,operating_point_reference_Vdc_pv_V,operating_point_reference_Idc_pv_A,operating_point_reference_Pdc_pv_W,mpp_smu_voltage_V,mpp_search_Vdc_pv_V,mpp_search_Idc_pv_A,mpp_search_Pdc_pv_W,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_real_ohm,Z_imag_ohm,Z_magnitude_ohm,Z_phase_deg
2026-05-29T11:38:40,MANUAL_SMU_VOLTAGE,1,1,0,False,13.0,0.424414957,-0.601,-0.25507338915699995,,,,,0.43064356,-0.604,-0.604,-0.26010871024,5.000000000000001,5e-05,-135.0,5e-05,-135.0,0.004208,-175.73,0.004208,-175.73,0.009004191948241733,0.007753033182440449,0.011882129277566541,40.72999999999999
2026-05-29T11:38:44,MANUAL_SMU_VOLTAGE,2,1,0,False,13.0,0.424414957,-0.601,-0.25507338915699995,,,,,0.430257248,-0.6,-0.6,-0.2581543488,8.60513842995157,5e-05,153.44,5e-05,153.44,0.004206,-177.18,0.004206,-177.18,0.010358833996380755,-0.005832139951544129,0.011887779362815027,-29.379999999999995
2026-05-29T11:38:48,MANUAL_SMU_VOLTAGE,3,1,0,False,13.0,0.424414957,-0.601,-0.25507338915699995,,,,,0.428435389,-0.601,-0.601,-0.257489668789,14.809681479725866,0.0,0.0,0.0,0.0,0.004217,-178.17,0.004217,-178.17,-0.0,0.0,0.0,178.16999999999996
2026-05-29T11:38:52,MANUAL_SMU_VOLTAGE,4,1,0,False,13.0,0.424414957,-0.601,-0.25507338915699995,,,,,0.43093052,-0.604,-0.604,-0.26028203408,25.487871847306213,0.0,0.0,0.0,0.0,0.004218,-178.67,0.004218,-178.67,-0.0,0.0,0.0,178.66999999999996
2026-05-29T11:38:56,MANUAL_SMU_VOLTAGE,5,1,0,False,13.0,0.424414957,-0.601,-0.25507338915699995,,,,,0.424847715,-0.602,-0.602,-0.25575832443,43.86533310618707,0.0,90.0,0.0,90.0,0.004237,-179.14,0.004237,-179.14,-0.0,-0.0,0.0,-90.86000000000001
2026-05-29T11:39:00,MANUAL_SMU_VOLTAGE,6,1,0,False,13.0,0.424414957,-0.601,-0.25507338915699995,,,,,0.425743082,-0.603,-0.603,-0.256723078446,75.49345273093543,0.0,0.0,0.0,0.0,0.004234,-179.35,0.004234,-179.35,-0.0,0.0,0.0,179.35000000000002
2026-05-29T11:39:04,MANUAL_SMU_VOLTAGE,7,1,0,False,13.0,0.424414957,-0.601,-0.25507338915699995,,,,,0.424831472,-0.605,-0.605,-0.25702304055999997,129.92632226094094,5e-05,-90.0,5e-05,-90.0,0.004225,-179.54,0.004225,-179.54,9.501098592185971e-05,0.011833938126036676,0.01183431952662722,89.53999999999996
2026-05-29T11:39:08,MANUAL_SMU_VOLTAGE,8,1,0,False,13.0,0.424414957,-0.601,-0.25507338915699995,,,,,0.424996131,-0.611,-0.611,-0.259672636041,223.60679774997897,0.0,0.0,0.0,0.0,0.004211,-179.71,0.004211,-179.71,-0.0,0.0,0.0,179.71000000000004
2026-05-29T11:39:12,MANUAL_SMU_VOLTAGE,9,1,0,False,13.0,0.424414957,-0.601,-0.25507338915699995,,,,,0.425200755,-0.612,-0.612,-0.26022286206,384.8334897033504,0.0,90.0,0.0,90.0,0.005195,163.29,0.005195,163.28999999999996,0.0,-0.0,0.0,-73.28999999999996
2026-05-29T11:39:17,MANUAL_SMU_VOLTAGE,10,1,0,False,13.0,0.424414957,-0.601,-0.25507338915699995,,,,,0.425073758,-0.614,-0.614,-0.260995287412,662.3090902757342,0.0001,-90.0,0.0001,-90.0,0.004211,-179.71,0.004211,-179.71,0.00012019551697486103,0.023747024242812723,0.023747328425552126,89.71000000000004
