timestamp,point_index,measurement_attempt,outlier_retries_before_acceptance,is_rejected_Z_real_outlier,mpp_smu_voltage_V,mpp_search_Vdc_pv_V,mpp_search_Idc_pv_A,mpp_search_Pdc_pv_W,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_real_ohm,Z_imag_ohm,Z_magnitude_ohm,Z_phase_deg
2026-05-22T13:08:04,26,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.524790823,2.12,2.12,1.11255654476,1.7782794100389228,0.004642,-125.28,0.004642,-125.28,0.005203,-168.29,0.005203,-168.29,0.6523911759611081,0.6085775261724845,0.8921775898520085,43.00999999999999
2026-05-22T13:08:08,27,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.524396212,2.119,2.119,1.111195573228,3.1622776601683795,0.000703,165.67,0.000703,165.66999999999996,0.005183,-173.5,0.005183,-173.5,0.12677052848292572,-0.04823157635799541,0.13563573220142774,-20.83000000000004
2026-05-22T13:08:12,28,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.522405599,2.122,2.122,1.108544681078,5.623413251903491,0.001694,-176.04,0.001694,-176.04,0.005207,-175.9,0.005207,-175.9,0.3253303136139441,-0.0007949335001263528,0.3253312848089111,-0.13999999999998636
2026-05-22T13:08:16,29,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.523720487,2.134,2.134,1.1176195192579998,10.0,0.001633,-178.95,0.001633,-178.95,0.005213,-177.24,0.005213,-177.24,0.31311582034729646,-0.009347758042061251,0.3132553232303856,-1.7099999999999795
2026-05-22T13:08:20,30,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.523043477,2.123,2.123,1.110421301671,17.78279410038923,0.001672,178.58,0.001672,178.58000000000004,0.005213,-177.61,0.005213,-177.61,0.3200277555318744,-0.021312322512389247,0.32073661998849035,-3.8099999999999454
2026-05-22T13:08:24,31,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.523518582,2.134,2.134,1.117188653988,31.622776601683793,0.001633,176.0,0.001633,176.0,0.005216,-177.55,0.005216,-177.55,0.3110934708625381,-0.03516964667150859,0.3130751533742331,-6.4500000000000455
2026-05-22T13:08:28,32,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.52476123,2.125,2.125,1.1151176137499998,56.23413251903491,0.001621,172.25,0.001621,172.25,0.00524,-176.85,0.00524,-176.85,0.3037700521528503,-0.058496891810422356,0.30935114503816796,-10.899999999999977
2026-05-22T13:08:33,33,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.524784352,2.121,2.121,1.1130676105919999,100.0,0.00154,168.74,0.00154,168.74,0.005452,-178.16,0.005452,-178.16,0.2751142680868927,-0.06402109564430619,0.2824651504035216,-13.100000000000023
2026-05-22T13:08:37,34,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.525361689,2.127,2.127,1.117444312503,177.82794100389228,0.001466,155.19,0.001466,155.19,0.005493,-174.11,0.005493,-174.11,0.22948178229765462,-0.13625631124311194,0.2668851265246678,-30.69999999999999
2026-05-22T13:08:41,35,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.525607582,2.13,2.13,1.11954414966,316.22776601683796,0.001221,141.03,0.001221,141.02999999999997,0.005814,-173.65,0.005814,-173.65,0.14766803068357418,-0.14932677986838389,0.21001031991744068,-45.32000000000005
2026-05-22T13:08:45,36,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.52585217,2.133,2.133,1.12164267861,562.341325190349,0.000871,126.86,0.000871,126.86000000000001,0.006127,-173.85,0.006127,-173.85,0.07259892082634001,-0.12222192024649906,0.1421576628039824,-59.289999999999964
2026-05-22T13:08:49,37,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.526202506,2.133,2.133,1.122389945298,1000.0,0.000544,117.46,0.000544,117.45999999999998,0.006291,-177.46,0.006291,-177.46,0.03643549654353169,-0.07842186654849793,0.08647273883325386,-65.08000000000004
2026-05-22T13:08:53,38,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.526537698,2.129,2.129,1.120998759042,1778.2794100389228,0.000321,115.37,0.000321,115.37,0.006345,-179.79,0.006345,-179.79,0.02150864417806224,-0.04579114740895234,0.050591016548463354,-64.84000000000003
2026-05-22T13:08:57,39,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.526872421,2.123,2.123,1.1185501497830002,3162.2776601683795,0.000185,121.68,0.000185,121.68,0.006348,177.68,0.006348,177.68,0.016296579574998134,-0.024160672798154176,0.02914303717706364,-56.0
2026-05-22T13:09:01,40,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.527225926,2.137,2.137,1.126681803862,5623.413251903491,0.000116,139.19,0.000116,139.19,0.006307,174.19,0.006307,174.19,0.01506605947955019,-0.010549368418696898,0.01839226256540352,-35.0
2026-05-22T13:09:05,41,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.527488042,2.129,2.129,1.1230220414179999,10000.0,9.4e-05,162.43,9.4e-05,162.43,0.006206,168.9,0.006206,168.89999999999998,0.015050163277293634,-0.0017067674403949214,0.01514663229133097,-6.46999999999997
2026-05-22T13:09:09,42,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.527810032,2.129,2.129,1.123707558128,17782.794100389227,0.000107,-175.19,0.000107,-175.19,0.005848,159.77,0.005848,159.76999999999998,0.016577178515775833,0.007744159414489951,0.018296853625171,25.04000000000002
2026-05-22T13:09:14,43,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.527912544,2.132,2.132,1.125509543808,31622.776601683792,0.000137,-167.54,0.000137,-167.54,0.005304,148.94,0.005304,148.94,0.018729895223921687,0.017786436650216057,0.02582956259426848,43.51999999999998
2026-05-22T13:09:18,44,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.528445261,2.132,2.132,1.126645296452,56234.13251903491,0.000167,-175.38,0.000167,-175.38,0.004263,131.82,0.004263,131.82,0.023684741304718877,0.031203494325601874,0.0391742904058175,52.80000000000001
2026-05-22T13:09:22,45,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.528784977,2.132,2.132,1.1273695709640001,100000.0,0.000277,-151.68,0.000277,-151.68,0.004651,144.46,0.004651,144.46000000000004,0.02623882673390411,0.053465599085065915,0.059557084497957435,63.85999999999996
2026-05-22T13:09:26,46,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.52908535,2.133,2.133,1.12853905155,177827.94100389228,1e-06,0.0,1e-06,0.0,0.003888,74.83,0.003888,74.82999999999998,6.730551987363413e-05,-0.00024823910599706207,0.00025720164609053495,-74.82999999999998
2026-05-22T13:09:30,47,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.529244067,2.132,2.132,1.1283483508440002,316227.7660168379,0.0,0.0,0.0,0.0,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0
2026-05-22T13:09:34,48,1,0,False,10.3,0.50102397,2.116,1.06016672052,0.529488214,2.131,2.131,1.128339384034,562341.3251903491,0.0,0.0,0.0,0.0,3e-06,-23.2,3e-06,-23.19999999999999,0.0,0.0,0.0,23.19999999999999
2026-05-22T13:09:39,49,2,1,False,10.3,0.50102397,2.116,1.06016672052,0.529196023,2.132,2.132,1.128245921036,1000000.0,0.000189,160.47,0.000189,160.47000000000003,5e-06,-116.57,5e-06,-116.57,4.6328527318376755,-37.515019333129814,37.8,-82.95999999999998
