timestamp,operating_point_mode,point_index,measurement_attempt,outlier_retries_before_acceptance,is_rejected_Z_real_outlier,operating_point_smu_voltage_V,operating_point_reference_Vdc_pv_V,operating_point_reference_Idc_pv_A,operating_point_reference_Pdc_pv_W,mpp_smu_voltage_V,mpp_search_Vdc_pv_V,mpp_search_Idc_pv_A,mpp_search_Pdc_pv_W,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_real_ohm,Z_imag_ohm,Z_magnitude_ohm,Z_phase_deg
2026-05-29T11:45:22,MANUAL_SMU_VOLTAGE,1,1,0,False,12.5,0.225862596,-0.312,-0.070469129952,,,,,0.224685247,-0.302,-0.302,-0.067854944594,5.000000000000001,0.002756,-175.76,0.002756,-175.76,0.004193,-175.64,0.004193,-175.64,0.6572845111895602,-0.0013766154739520186,0.6572859527784404,-0.12000000000000455
2026-05-29T11:45:26,MANUAL_SMU_VOLTAGE,2,1,0,False,12.5,0.225862596,-0.312,-0.070469129952,,,,,0.226832956,-0.302,-0.302,-0.068503552712,8.60513842995157,0.002949,179.69,0.002949,179.69,0.004195,-177.16,0.004195,-177.16,0.7019176039050384,-0.038628863065983635,0.7029797377830751,-3.1499999999999773
2026-05-29T11:45:31,MANUAL_SMU_VOLTAGE,3,1,0,False,12.5,0.225862596,-0.312,-0.070469129952,,,,,0.224231722,-0.31,-0.31,-0.06951183382,14.809681479725866,0.002774,-177.44,0.002774,-177.44,0.004197,-177.94,0.004197,-177.94,0.6609231295163238,0.005767788771143505,0.660948296402192,0.5
2026-05-29T11:45:35,MANUAL_SMU_VOLTAGE,4,1,0,False,12.5,0.225862596,-0.312,-0.070469129952,,,,,0.229897325,-0.302,-0.302,-0.06942899215000001,25.487871847306213,0.002772,-178.65,0.002772,-178.65,0.004195,-178.6,0.004195,-178.6,0.6607863991658421,-0.0005766450622723205,0.6607866507747319,-0.05000000000001137
2026-05-29T11:45:39,MANUAL_SMU_VOLTAGE,5,1,0,False,12.5,0.225862596,-0.312,-0.070469129952,,,,,0.22746693,-0.313,-0.313,-0.07119714909000001,43.86533310618707,0.002738,-178.72,0.002738,-178.72,0.004197,-179.0,0.004197,-179.0,0.6523629510601021,0.003188072175153501,0.6523707410054801,0.28000000000000114
2026-05-29T11:45:43,MANUAL_SMU_VOLTAGE,6,1,0,False,12.5,0.225862596,-0.312,-0.070469129952,,,,,0.228635174,-0.301,-0.301,-0.068819187374,75.49345273093543,0.002771,-178.71,0.002771,-178.71,0.004188,-179.27,0.004188,-179.27,0.6616207371007573,0.006466783667650233,0.6616523400191022,0.5600000000000023
2026-05-29T11:45:47,MANUAL_SMU_VOLTAGE,7,1,0,False,12.5,0.225862596,-0.312,-0.070469129952,,,,,0.227608865,-0.304,-0.304,-0.06919309495999999,129.92632226094094,0.002772,-178.65,0.002772,-178.65,0.00419,-179.27,0.00419,-179.27,0.6615364458238937,0.007158792664610196,0.6615751789976134,0.6200000000000045
2026-05-29T11:45:51,MANUAL_SMU_VOLTAGE,8,1,0,False,12.5,0.225862596,-0.312,-0.070469129952,,,,,0.227422223,-0.314,-0.314,-0.071410578022,223.60679774997897,0.002776,-178.46,0.002776,-178.46,0.004175,-179.46,0.004175,-179.46,0.6648089105997945,0.011604282699377012,0.6649101796407185,1.0
2026-05-29T11:45:55,MANUAL_SMU_VOLTAGE,9,1,0,False,12.5,0.225862596,-0.312,-0.070469129952,,,,,0.227400923,-0.304,-0.304,-0.069129880592,384.8334897033504,0.002793,-177.94,0.002793,-177.94,0.004172,-179.29,0.004172,-179.29,0.6692772645251378,0.015772392900353035,0.669463087248322,1.3499999999999943
2026-05-29T11:45:59,MANUAL_SMU_VOLTAGE,10,1,0,False,12.5,0.225862596,-0.312,-0.070469129952,,,,,0.22723502,-0.312,-0.312,-0.07089732624,662.3090902757342,0.002811,-177.61,0.002811,-177.61,0.004194,-178.83,0.004194,-178.83,0.670091268674926,0.014270421457437052,0.6702432045779686,1.2199999999999989
2026-05-29T11:46:03,MANUAL_SMU_VOLTAGE,11,1,0,False,12.5,0.225862596,-0.312,-0.070469129952,,,,,0.22749318,-0.311,-0.311,-0.07075037898,1139.8522810475968,0.00286,-177.09,0.00286,-177.09,0.004245,-179.81,0.004245,-179.81,0.6729747563345316,0.031972122700661236,0.6737338044758541,2.719999999999999
2026-05-29T11:46:07,MANUAL_SMU_VOLTAGE,12,1,0,False,12.5,0.225862596,-0.312,-0.070469129952,,,,,0.227149946,-0.314,-0.314,-0.071325083044,1961.717333622126,0.002876,-177.06,0.002876,-177.06,0.00428,178.89,0.00428,178.89,0.6702845893675684,0.047458694284587835,0.67196261682243,4.050000000000011
2026-05-29T11:46:12,MANUAL_SMU_VOLTAGE,13,1,0,False,12.5,0.225862596,-0.312,-0.070469129952,,,,,0.227021489,-0.308,-0.308,-0.069922618612,3376.1698432507756,0.002916,-175.97,0.002916,-175.97,0.004299,176.8,0.004299,176.8,0.672904096751642,0.08536553467113533,0.6782972784368458,7.230000000000018
2026-05-29T11:46:16,MANUAL_SMU_VOLTAGE,14,1,0,False,12.5,0.225862596,-0.312,-0.070469129952,,,,,0.227444497,-0.309,-0.309,-0.070280349573,5810.481772840162,0.00298,-174.67,0.00298,-174.67,0.004311,173.1,0.004311,173.10000000000002,0.6755669752946342,0.14643305332036216,0.6912549292507539,12.230000000000018
2026-05-29T11:46:20,MANUAL_SMU_VOLTAGE,15,1,0,False,12.5,0.225862596,-0.312,-0.070469129952,,,,,0.227475873,-0.304,-0.304,-0.06915266539199999,10000.0,0.003096,-173.5,0.003096,-173.5,0.004266,166.39,0.004266,166.39,0.6814932166747832,0.24952598253752512,0.7257383966244726,20.110000000000014
