timestamp,point_index,mpp_smu_voltage_V,mpp_search_Vdc_pv_V,mpp_search_Idc_pv_A,mpp_search_Pdc_pv_W,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_real_ohm,Z_imag_ohm,Z_magnitude_ohm,Z_phase_deg
2026-05-22T12:55:15,16,10.3,0.527424301,2.111,1.1133926994110002,0.536459376,2.118,2.118,1.136220958368,0.005623413251903491,1e-06,45.0,1e-06,45.0,3e-06,-59.04,3e-06,-59.03999999999999,-0.0808664102651356,0.3233755321633687,0.3333333333333333,104.03999999999996
2026-05-22T12:55:19,17,10.3,0.527424301,2.111,1.1133926994110002,0.536688765,2.119,2.119,1.137243493035,0.01,1e-06,135.0,1e-06,135.0,2e-06,-143.13,2e-06,-143.13,0.07070979388722722,-0.4949748731485527,0.5,-81.87
2026-05-22T12:55:23,18,10.3,0.527424301,2.111,1.1133926994110002,0.537244157,2.119,2.119,1.1384203686830003,0.01778279410038923,7e-06,65.23,7e-06,65.23000000000002,1.1e-05,-98.13,1.1e-05,-98.13,-0.6097145681697062,0.1822273937902289,0.6363636363636364,163.36
2026-05-22T12:55:27,19,10.3,0.527424301,2.111,1.1133926994110002,0.538670407,2.114,2.114,1.138749240398,0.03162277660168379,3e-06,146.31,3e-06,146.31,4e-06,-165.96,4e-06,-165.96,0.5044688635024833,-0.554987536577636,0.75,-47.73000000000002
2026-05-22T12:55:31,20,10.3,0.527424301,2.111,1.1133926994110002,0.541209912,2.106,2.106,1.139788074672,0.05623413251903491,0.0,0.0,0.0,0.0,4e-06,83.66,4e-06,83.65999999999997,0.0,-0.0,0.0,-83.65999999999997
2026-05-22T12:55:35,21,10.3,0.527424301,2.111,1.1133926994110002,0.538707451,2.117,2.117,1.1404436737669998,0.1,1e-06,-90.0,1e-06,-90.0,9e-06,-90.0,9e-06,-90.0,0.1111111111111111,0.0,0.1111111111111111,0.0
2026-05-22T12:55:39,22,10.3,0.527424301,2.111,1.1133926994110002,0.541742617,2.105,2.105,1.140368208785,0.1778279410038923,0.0053,-152.37,0.0053,-152.37,1e-06,-90.0,1e-06,-90.0,2457.9279295103083,-4695.59264559152,5300.0,-62.370000000000005
2026-05-22T12:55:43,23,10.3,0.527424301,2.111,1.1133926994110002,0.53905629,2.118,2.118,1.14172122222,0.31622776601683794,0.003536,112.01,0.003536,112.00999999999999,0.002985,-95.98,0.002985,-95.98,-1.046027596124022,-0.5559485799044147,1.1845896147403687,-152.01
2026-05-22T12:55:48,24,10.3,0.527424301,2.111,1.1133926994110002,0.538895337,2.119,2.119,1.141919219103,0.5623413251903491,0.003739,-21.26,0.003739,-21.25999999999999,0.004779,-140.22,0.004779,-140.22,-0.3788281431471179,0.6845506996254357,0.782381251307805,118.96000000000004
2026-05-22T12:55:52,25,10.3,0.527424301,2.111,1.1133926994110002,0.539784661,2.115,2.115,1.141644558015,1.0,0.003277,-33.99,0.003277,-33.99000000000001,0.005239,-161.2,0.005239,-161.2,-0.3782643328971109,0.49816428794340434,0.6255010498186677,127.20999999999998
2026-05-22T12:55:56,26,10.3,0.527424301,2.111,1.1133926994110002,0.542596546,2.107,2.107,1.143250922422,1.7782794100389228,0.003412,-87.63,0.003412,-87.63,0.005294,-168.89,0.005294,-168.89,0.09793283155100305,0.6370192695114641,0.6445032111824708,81.25999999999999
2026-05-22T12:56:00,27,10.3,0.527424301,2.111,1.1133926994110002,0.541217052,2.11,2.11,1.14196797972,3.1622776601683795,0.001204,130.19,0.001204,130.19,0.005324,-173.51,0.005324,-173.51,0.12547571199237245,-0.18814289313394084,0.2261457550713749,-56.30000000000001
2026-05-22T12:56:04,28,10.3,0.527424301,2.111,1.1133926994110002,0.539568385,2.116,2.116,1.1417267026600002,5.623413251903491,0.001404,-174.0,0.001404,-174.0,0.005339,-175.89,0.005339,-175.89,0.26282753442495943,0.008672965020447359,0.2629705937441469,1.8899999999999864
2026-05-22T12:56:08,29,10.3,0.527424301,2.111,1.1133926994110002,0.542604589,2.12,2.12,1.15032172868,10.0,0.001405,-179.33,0.001405,-179.33,0.00535,-177.25,0.00535,-177.25,0.2624437904987394,-0.00953164476021203,0.2626168224299066,-2.0800000000000125
2026-05-22T12:56:12,30,10.3,0.527424301,2.111,1.1133926994110002,0.541775522,2.117,2.117,1.146938780074,17.78279410038923,0.001412,179.09,0.001412,179.09000000000003,0.005353,-177.72,0.005353,-177.72,0.2633685959707631,-0.014678480780787661,0.26377732112833924,-3.189999999999941
2026-05-22T12:56:16,31,10.3,0.527424301,2.111,1.1133926994110002,0.541060569,2.118,2.118,1.1459662851419998,31.622776601683793,0.001403,176.21,0.001403,176.21000000000004,0.005357,-177.84,0.005357,-177.84,0.26048939091904205,-0.027148728190466875,0.2619003173417958,-5.949999999999932
2026-05-22T12:56:20,32,10.3,0.527424301,2.111,1.1133926994110002,0.542202794,2.121,2.121,1.1500121260740002,56.23413251903491,0.001385,172.2,0.001385,172.2,0.005376,-177.28,0.005376,-177.28,0.2532961051184164,-0.04703711832293751,0.2576264880952381,-10.519999999999982
2026-05-22T12:56:24,33,10.3,0.527424301,2.111,1.1133926994110002,0.542351303,2.108,2.108,1.143276546724,100.0,0.001422,163.69,0.001422,163.69,0.005183,-175.49,0.005183,-175.49,0.25644332738312436,-0.0975161278650044,0.27435847964499327,-20.819999999999936
2026-05-22T12:56:29,34,10.3,0.527424301,2.111,1.1133926994110002,0.54198739,2.121,2.121,1.1495552541899998,177.82794100389228,0.00126,155.17,0.00126,155.16999999999996,0.005585,-175.16,0.005585,-175.16,0.19602550211361383,-0.11167498129554555,0.22560429722470907,-29.670000000000073
2026-05-22T12:56:33,35,10.3,0.527424301,2.111,1.1133926994110002,0.54246971,2.124,2.124,1.15220566404,316.22776601683796,0.001046,141.05,0.001046,141.05,0.005837,-174.77,0.005837,-174.77,0.12851516204236255,-0.12488828040059104,0.17920164468048655,-44.17999999999995
2026-05-22T12:56:37,36,10.3,0.527424301,2.111,1.1133926994110002,0.542822565,2.12,2.12,1.1507838378000002,562.341325190349,0.00074,126.91,0.00074,126.90999999999997,0.006095,-175.67,0.006095,-175.67,0.06537698832021782,-0.10230580885951114,0.1214109926168991,-57.42000000000007
2026-05-22T12:56:41,37,10.3,0.527424301,2.111,1.1133926994110002,0.543347916,2.119,2.119,1.1513542340040002,1000.0,0.000463,117.92,0.000463,117.92000000000002,0.006197,-178.26,0.006197,-178.26,0.03296307644783952,-0.06704888735121414,0.07471357108278198,-63.81999999999999
2026-05-22T12:56:45,38,10.3,0.527424301,2.111,1.1133926994110002,0.543121095,2.122,2.122,1.1525029635900002,1778.2794100389228,0.00027,116.33,0.00027,116.32999999999998,0.006267,179.86,0.006267,179.86,0.01920326706023321,-0.038566351402100206,0.0430828147438966,-63.53000000000003
2026-05-22T12:56:49,39,10.3,0.527424301,2.111,1.1133926994110002,0.543364014,2.122,2.122,1.153018437708,3162.2776601683795,0.000157,124.24,0.000157,124.24000000000001,0.006262,177.52,0.006262,177.51999999999998,0.01499059123922557,-0.02009677684840747,0.025071862024912166,-53.27999999999997
2026-05-22T12:56:53,40,10.3,0.527424301,2.111,1.1133926994110002,0.543588443,2.122,2.122,1.1534946760459999,5623.413251903491,0.000101,144.43,0.000101,144.43,0.006223,174.16,0.006223,174.15999999999997,0.014093776210285137,-0.008048731303897728,0.016230114092881248,-29.72999999999996
2026-05-22T12:56:57,41,10.3,0.527424301,2.111,1.1133926994110002,0.543726396,2.113,2.113,1.148893874748,10000.0,9.3e-05,172.96,9.3e-05,172.96000000000004,0.006077,168.4,0.006077,168.39999999999998,0.015255162106424086,0.001216682744349589,0.015303603751851242,4.560000000000059
2026-05-22T12:57:01,42,10.3,0.527424301,2.111,1.1133926994110002,0.543855826,2.115,2.115,1.1502550719900002,17782.794100389227,0.000103,-171.91,0.000103,-171.91,0.005776,160.06,0.005776,160.06,0.015740697832673577,0.008380052336389086,0.01783240997229917,28.029999999999973
2026-05-22T12:57:06,43,10.3,0.527424301,2.111,1.1133926994110002,0.543918656,2.118,2.118,1.152019713408,31622.776601683792,0.000135,-165.81,0.000135,-165.81,0.00525,149.33,0.00525,149.33000000000004,0.018227120307083126,0.018138262736740702,0.025714285714285714,44.85999999999996
2026-05-22T12:57:10,44,10.3,0.527424301,2.111,1.1133926994110002,0.54402665,2.116,2.116,1.1511603914,56234.13251903491,0.000163,-173.47,0.000163,-173.47,0.004214,132.78,0.004214,132.77999999999997,0.022872205192990967,0.031193751897389575,0.03868058851447556,53.75
2026-05-22T12:57:14,45,10.3,0.527424301,2.111,1.1133926994110002,0.544383513,2.117,2.117,1.152459897021,100000.0,0.000278,-153.12,0.000278,-153.12,0.004719,142.49,0.004719,142.49,0.025463783299331647,0.053123219676939,0.058910786183513454,64.38999999999999
2026-05-22T12:57:18,46,10.3,0.527424301,2.111,1.1133926994110002,0.544342704,2.117,2.117,1.152373504368,177827.94100389228,0.0,90.0,0.0,90.0,0.00386,72.37,0.00386,72.37,0.0,0.0,0.0,17.629999999999995
2026-05-22T12:57:22,47,10.3,0.527424301,2.111,1.1133926994110002,0.54456846,2.118,2.118,1.15339599828,316227.7660168379,1e-06,-180.0,1e-06,-180.0,7e-06,74.06,7e-06,74.06,-0.03923293913883677,0.1373642593684196,0.14285714285714285,105.94
2026-05-22T12:57:26,48,10.3,0.527424301,2.111,1.1133926994110002,0.544623342,2.117,2.117,1.1529676150139998,562341.3251903491,1e-06,-90.0,1e-06,-90.0,3e-06,170.54,3e-06,170.53999999999996,-0.05478633615034601,0.3288001953806177,0.3333333333333333,99.46000000000004
2026-05-22T12:57:30,49,10.3,0.527424301,2.111,1.1133926994110002,0.544892686,2.118,2.118,1.154082708948,1000000.0,0.001036,-170.44,0.001036,-170.44,2e-06,45.0,2e-06,45.0,-422.02660857106576,300.3623506000784,518.0,144.56
