timestamp,point_index,mpp_smu_voltage_V,mpp_search_Vdc_pv_V,mpp_search_Idc_pv_A,mpp_search_Pdc_pv_W,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_real_ohm,Z_imag_ohm,Z_magnitude_ohm,Z_phase_deg
2026-05-22T12:54:13,1,10.3,0.527424301,2.111,1.1133926994110002,0.531411092,2.114,2.114,1.123403048488,1e-06,5e-06,73.3,5e-06,73.30000000000001,2.4e-05,-20.28,2.4e-05,-20.28,-0.013008778887977518,0.20792678867722045,0.20833333333333334,93.58000000000004
2026-05-22T12:54:17,2,10.3,0.527424301,2.111,1.1133926994110002,0.531847402,2.114,2.114,1.124325407828,1.778279410038923e-06,4e-06,84.29,4e-06,84.29000000000002,6e-06,-59.75,6e-06,-59.75,-0.5396180991379823,0.3914802057922662,0.6666666666666666,144.04000000000002
2026-05-22T12:54:21,3,10.3,0.527424301,2.111,1.1133926994110002,0.53202658,2.115,2.115,1.1252362167,3.162277660168379e-06,3e-06,-180.0,3e-06,-180.0,1e-06,90.0,1e-06,90.0,1.8369701987210297e-16,3.0,3.0,90.0
2026-05-22T12:54:25,4,10.3,0.527424301,2.111,1.1133926994110002,0.532528626,2.116,2.116,1.126830572616,5.623413251903491e-06,3e-06,90.0,3e-06,90.0,2e-06,0.0,2e-06,0.0,9.184850993605148e-17,1.5,1.5,90.0
2026-05-22T12:54:34,6,10.3,0.527424301,2.111,1.1133926994110002,0.533119792,2.116,2.116,1.128081479872,1.778279410038923e-05,2e-06,-180.0,2e-06,-180.0,2e-06,153.44,2e-06,153.44,0.8944666137275599,0.4471347413551672,1.0,26.560000000000002
2026-05-22T12:54:38,7,10.3,0.527424301,2.111,1.1133926994110002,0.533465436,2.116,2.116,1.1288128625759999,3.1622776601683795e-05,2e-06,161.57,2e-06,161.57,2e-06,-135.0,2e-06,-135.0,0.44729084841871003,-0.8943885603700835,1.0,-63.43000000000001
2026-05-22T12:54:42,8,10.3,0.527424301,2.111,1.1133926994110002,0.533846322,2.117,2.117,1.130152663674,5.623413251903491e-05,5e-06,73.3,5e-06,73.30000000000001,5e-06,-148.0,5e-06,-148.0,-0.7512641335035111,-0.6600016679609368,1.0,-138.7
2026-05-22T12:54:50,10,10.3,0.527424301,2.111,1.1133926994110002,0.534277972,2.118,2.118,1.1316007446960001,0.00017782794100389227,5e-06,-180.0,5e-06,-180.0,7e-06,-18.43,7e-06,-18.430000000000007,-0.6776504343806529,-0.22581844569557563,0.7142857142857143,-161.57
2026-05-22T12:54:58,12,10.3,0.527424301,2.111,1.1133926994110002,0.534608218,2.116,2.116,1.1312309892880001,0.0005623413251903491,5e-06,-161.57,5e-06,-161.57,3e-06,-123.69,3e-06,-123.69,1.3154974379039084,-1.023349533955056,1.6666666666666667,-37.879999999999995
2026-05-22T12:55:02,13,10.3,0.527424301,2.111,1.1133926994110002,0.534849206,2.117,2.117,1.132275769102,0.001,3e-06,168.69,3e-06,168.69,2e-06,146.31,2e-06,146.31,1.3870184939070442,0.5711214385398561,1.5,22.379999999999995
2026-05-22T12:55:06,14,10.3,0.527424301,2.111,1.1133926994110002,0.535693128,2.118,2.118,1.134598045104,0.0017782794100389228,1e-06,90.0,1e-06,90.0,2e-06,-123.69,2e-06,-123.69,-0.4160254740397791,-0.27734960780570267,0.5,-146.31
2026-05-22T12:55:11,15,10.3,0.527424301,2.111,1.1133926994110002,0.536119743,2.118,2.118,1.1355016156739999,0.0031622776601683794,5e-06,84.81,5e-06,84.81,1e-06,-63.44,1e-06,-63.44,-4.251761124977816,2.6310696182593474,5.000000000000001,148.25
