timestamp,point_index,mpp_smu_voltage_V,mpp_search_Vdc_pv_V,mpp_search_Idc_pv_A,mpp_search_Pdc_pv_W,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_real_ohm,Z_imag_ohm,Z_magnitude_ohm,Z_phase_deg
2026-05-22T12:49:27,1,10.3,0.510975463,2.087,1.066405791281,0.517094216,2.1,2.1,1.0858978536000001,49.99999999999999,0.0013,172.29,0.0013,172.28999999999996,0.005268,-178.09,0.005268,-178.09,0.2433027890746158,-0.041238949947303476,0.24677296886864084,-9.620000000000005
2026-05-22T12:49:31,2,10.3,0.510975463,2.087,1.066405791281,0.517818028,2.087,2.087,1.080686224436,84.93232323171236,0.001323,166.8,0.001323,166.8,0.005456,-176.56,0.005456,-176.56,0.23233075279047272,-0.06943745448861544,0.24248533724340177,-16.639999999999986
2026-05-22T12:49:35,3,10.3,0.510975463,2.087,1.066405791281,0.51827328,2.091,2.091,1.08370942848,144.26999059072133,0.001247,157.86,0.001247,157.86,0.005571,-175.51,0.005571,-175.51,0.20009295031582902,-0.10033016047664878,0.2238377311075211,-26.629999999999995
2026-05-22T12:49:39,4,10.3,0.510975463,2.087,1.066405791281,0.518850725,2.087,2.087,1.082841463075,245.06370946974494,0.001085,145.59,0.001085,145.59000000000003,0.005784,-174.9,0.005784,-174.9,0.1447254853426714,-0.11934491349687983,0.18758644536652835,-39.50999999999999
2026-05-22T12:49:43,5,10.3,0.510975463,2.087,1.066405791281,0.519487725,2.092,2.092,1.0867683206999998,416.27660370093656,0.000833,133.03,0.000833,133.02999999999997,0.006033,-174.74,0.006033,-174.74,0.08456934749996016,-0.10914410065508644,0.13807392673628377,-52.23000000000002
2026-05-22T12:49:48,6,10.3,0.510975463,2.087,1.066405791281,0.519970503,2.087,2.087,1.0851784397610003,707.1067811865474,0.000563,121.71,0.000563,121.70999999999998,0.006199,-177.15,0.006199,-177.15,0.04383671814546659,-0.07954127469230653,0.09082110017744799,-61.139999999999986
2026-05-22T12:49:52,7,10.3,0.510975463,2.087,1.066405791281,0.52050169,2.102,2.102,1.0940945523799999,1201.1244339814311,0.000353,116.89,0.000353,116.88999999999999,0.006259,-179.15,0.006259,-179.15,0.024758983277464976,-0.050673620168426026,0.05639878574852213,-63.960000000000036
2026-05-22T12:49:56,8,10.3,0.510975463,2.087,1.066405791281,0.521015986,2.092,2.092,1.089965442712,2040.2857733683695,0.000216,118.94,0.000216,118.94,0.006271,179.1,0.006271,179.10000000000002,0.017138766601687616,-0.029877587362250987,0.03444426726199968,-60.160000000000025
2026-05-22T12:50:00,9,10.3,0.510975463,2.087,1.066405791281,0.521578695,2.093,2.093,1.091664208635,3465.724215775732,0.000134,129.56,0.000134,129.56,0.00626,176.97,0.00626,176.97000000000003,0.014486288043174369,-0.01575923938479179,0.021405750798722045,-47.410000000000025
2026-05-22T12:50:04,10,10.3,0.510975463,2.087,1.066405791281,0.522006836,2.091,2.091,1.0915162940760001,5887.040186524746,9.6e-05,150.37,9.6e-05,150.37,0.006215,173.77,0.006215,173.76999999999998,0.014176097194796814,-0.006134545052443911,0.015446500402252615,-23.399999999999977
2026-05-22T12:50:08,11,10.3,0.510975463,2.087,1.066405791281,0.522513191,2.099,2.099,1.0967551879090003,10000.0,9.3e-05,172.35,9.3e-05,172.35000000000002,0.006062,168.74,0.006062,168.74,0.01531103021147229,0.0009659712570053734,0.01534147146156384,3.6100000000000136
