SMU_V,Vpv,Ipv
6.0,-3.88436232,1.726
6.1,-3.80169009,1.714
6.199999999999999,-3.71633226,1.7
6.299999999999999,-3.62817509,1.691
6.399999999999999,-3.53911222,1.682
6.499999999999998,-3.44755593,1.675
6.599999999999998,-3.35957823,1.666
6.6999999999999975,-3.26466954,1.663
6.799999999999997,-3.16966497,1.657
6.899999999999997,-3.07557973,1.651
6.9999999999999964,-2.98100179,1.646
7.099999999999996,-2.88413755,1.645
7.199999999999996,-2.78972365,1.64
7.299999999999995,-2.69106973,1.64
7.399999999999995,-2.59586154,1.636
7.499999999999995,-2.49861636,1.634
7.599999999999994,-2.39886556,1.633
7.699999999999994,-2.30150329,1.631
7.799999999999994,-2.20325193,1.63
7.899999999999993,-2.10693013,1.626
7.999999999999993,-2.00936364,1.624
8.099999999999993,-1.90857894,1.625
8.199999999999992,-1.80942107,1.624
8.299999999999992,-1.71196019,1.621
8.399999999999991,-1.61466378,1.619
8.499999999999991,-1.51561863,1.619
8.59999999999999,-1.41994583,1.614
8.69999999999999,-1.31860336,1.614
8.79999999999999,-1.2228762,1.614
8.89999999999999,-1.12089908,1.614
8.99999999999999,-1.02509765,1.61
9.099999999999989,-0.926100848,1.611
9.199999999999989,-0.825726414,1.61
9.299999999999988,-0.729327687,1.607
9.399999999999988,-0.630491576,1.605
9.499999999999988,-0.533356539,1.603
9.599999999999987,-0.431628354,1.605
9.699999999999987,-0.337278589,1.603
9.799999999999986,-0.235226919,1.603
9.899999999999986,-0.138269901,1.6
9.999999999999986,-0.037742783,1.601
10.099999999999985,0.0611873827,1.6
10.199999999999985,0.159907491,1.598
10.299999999999985,0.255584938,1.594
10.399999999999984,0.356049111,1.591
10.499999999999984,0.440624888,1.581
10.599999999999984,0.494621117,1.549
10.699999999999983,0.52244819,1.489
10.799999999999983,0.54015109,1.424
10.899999999999983,0.55249517,1.351
10.999999999999982,0.56203424,1.271
11.099999999999982,0.569465387,1.197
11.199999999999982,0.576056116,1.125
11.299999999999981,0.581735948,1.054
11.39999999999998,0.586683571,0.977
11.49999999999998,0.591042742,0.899
11.59999999999998,0.595039244,0.822
11.69999999999998,0.598590323,0.743
11.79999999999998,0.601996401,0.661
11.899999999999979,0.605067103,0.579
11.999999999999979,0.607957881,0.504
12.099999999999978,0.610706066,0.432
12.199999999999978,0.61330858,0.352
12.299999999999978,0.61571844,0.271
12.399999999999977,0.618022958,0.188
12.499999999999977,0.620266732,0.109
12.599999999999977,0.622355567,0.034
12.699999999999976,0.624490854,-0.044
