timestamp,point_index,smu_voltage_V,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,is_mpp_candidate,is_negative_current_endpoint,operating_point_mode
2026-05-29T11:42:22,1,12.5,0.582915012,0.048,0.048,0.027979920576,False,False,MANUAL_SMU_VOLTAGE
