SMU_V,Vpv,Ipv
11.5,-0.694214682,0.02
11.55,-0.694217264,0.02
11.600000000000001,-0.694213318,0.02
11.650000000000002,-0.694192211,0.02
11.700000000000003,-0.694217372,0.021
11.750000000000004,-0.694212864,0.02
11.800000000000004,-0.694217609,0.02
11.850000000000005,-0.694194492,0.02
11.900000000000006,-0.694187988,0.021
11.950000000000006,-0.694220048,0.02
12.000000000000007,-0.6941771,0.021
12.050000000000008,-0.694210549,0.021
12.100000000000009,-0.694156101,0.02
12.15000000000001,-0.694189491,0.02
12.20000000000001,-0.694204479,0.02
12.25000000000001,-0.694191088,0.02
12.300000000000011,-0.694205042,0.02
12.350000000000012,-0.694176175,0.021
12.400000000000013,-0.694175637,0.02
12.450000000000014,-0.694173637,0.02
12.500000000000014,-0.694176238,0.02
12.550000000000015,-0.694168548,0.02
12.600000000000016,-0.694198986,0.021
12.650000000000016,-0.694189836,0.02
12.700000000000017,-0.694175454,0.02
12.750000000000018,-0.694154119,0.021
