timestamp,sweep_index,smu_voltage_V,Vdc_pv_median_V,Vdc_pv_mean_V,Idc_pv_median_A,frequency_points_recorded,C_final_median_F,C_final_mean_F,C_final_std_F,filter_used_points,filter_candidate_points,filter_outlier_points,filter_frequency_min_Hz,filter_frequency_max_Hz
2026-05-18T16:39:52,1,10.4,0.0738758998,0.07294289952727273,1.599,11,3.2002348419234827e-06,3.2008950728611535e-06,3.300562582336126e-07,7,8,1,48.89663842714645,10000.0
2026-05-18T16:40:22,2,10.5,0.175234065,0.17462775954545454,1.599,11,3.57409447550946e-06,3.5912461317750095e-06,1.0159754522968088e-07,6,9,3,48.89663842714645,10000.0
2026-05-18T16:40:51,3,10.6,0.275082466,0.2750005540909091,1.599,11,4.015819689993366e-06,4.048846062294176e-06,1.665545970745937e-07,7,9,2,22.865252596366325,10000.0
2026-05-18T16:41:21,4,10.7,0.373833693,0.3736346,1.597,11,6.76351815377695e-06,6.7553222439094185e-06,2.1532338650817265e-07,7,11,4,22.865252596366325,10000.0
2026-05-18T16:41:51,5,10.8,0.466910518,0.4675666795454545,1.592,11,6.975623368968055e-05,6.872667843796944e-05,2.812365455230019e-05,11,11,0,5.000000000000001,10000.0
2026-05-18T16:42:21,6,10.9,0.530379855,0.5306141921818182,1.554,11,0.0005708837403002942,0.0005738672437523145,2.740651022130902e-05,7,11,4,10.69234599991188,4676.242239113106
2026-05-18T16:42:50,7,11.0,0.561639551,0.5615663905454545,1.496,11,0.0014833575833007118,0.0014020724497952558,0.000248693664954481,10,11,1,5.000000000000001,4676.242239113106
2026-05-18T16:43:20,8,11.1,0.579692543,0.5796773085454545,1.414,11,0.0025461282459440376,0.0024768716298074153,0.00034376375392376936,7,10,3,22.865252596366325,2186.7241478865553
2026-05-18T16:43:50,9,11.2,0.592153901,0.5920817080909091,1.333,11,0.0037537132097520648,0.003967097429382642,0.0018246447535066608,10,10,0,5.000000000000001,4676.242239113106
2026-05-18T16:44:20,10,11.3,0.601651397,0.601556545,1.249,11,0.00443896791904658,0.004132569969701871,0.0007130695544502305,6,10,4,48.89663842714645,2186.7241478865553
2026-05-18T16:44:49,11,11.4,0.609431181,0.6094031373636364,1.157,11,0.005162561279618652,0.004969078481965371,0.0005685946179410741,6,10,4,10.69234599991188,1022.5651825635733
2026-05-18T16:45:19,12,11.5,0.615861821,0.6158781477272727,1.071,11,0.005656737503634554,0.005116478012614805,0.0012899853188580589,6,8,2,48.89663842714645,2186.7241478865553
2026-05-18T16:45:49,13,11.6,0.6215403,0.6215215585454545,0.98,11,0.006349921819872564,0.008233008995426231,0.00521348284843456,8,8,0,5.000000000000001,2186.7241478865553
2026-05-18T16:46:19,14,11.7,0.626578695,0.6265446677272727,0.887,11,0.006695974159502407,0.006972002592037746,0.0036012968899513447,8,8,0,5.000000000000001,2186.7241478865553
2026-05-18T16:46:48,15,11.8,0.630988828,0.6309710623636363,0.799,11,0.006384956627016934,0.005792383496804866,0.002192361999918819,6,7,1,48.89663842714645,2186.7241478865553
2026-05-18T16:47:18,16,11.9,0.63503633,0.6350113375454546,0.712,11,0.007674522946719674,0.007100001951912943,0.002680124576150075,7,7,0,5.000000000000001,2186.7241478865553
2026-05-18T16:47:48,17,12.0,0.638670443,0.638663999,0.616,11,0.006890578002006841,0.006532253398043599,0.00377945234323231,8,8,0,5.000000000000001,2186.7241478865553
2026-05-18T16:48:18,18,12.1,0.642060227,0.6420258078181819,0.527,11,0.007986063882112706,0.006768043969018706,0.00296774083607646,7,8,1,10.69234599991188,2186.7241478865553
2026-05-18T16:48:47,19,12.2,0.645212561,0.645186173,0.436,11,0.00816173957920159,0.008097919524472919,0.003910031555697824,7,8,1,22.865252596366325,2186.7241478865553
