timestamp,point_index,measurement_attempt,outlier_retries_before_acceptance,is_rejected_Z_real_outlier,mpp_smu_voltage_V,mpp_search_Vdc_pv_V,mpp_search_Idc_pv_A,mpp_search_Pdc_pv_W,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_real_ohm,Z_imag_ohm,Z_magnitude_ohm,Z_phase_deg
2026-05-22T13:09:38,49,1,0,True,10.3,0.50102397,2.116,1.06016672052,0.529309767,2.131,2.131,1.127959113477,1000000.0,0.000584,176.1,0.000584,176.10000000000002,2e-06,-116.57,2e-06,-116.57,112.54350129287778,-269.4400866922738,292.0,-67.32999999999998
