timestamp,sweep_index,smu_voltage_V,Vdc_pv_median_V,Vdc_pv_mean_V,Idc_pv_median_A,frequency_points_recorded,C_final_median_F,C_final_mean_F,C_final_std_F,filter_used_points,filter_candidate_points,filter_outlier_points,filter_frequency_min_Hz,filter_frequency_max_Hz
2026-05-26T12:21:18,1,11.95,0.0238061509,0.023710914281818183,0.072,11,1.619327185709586e-07,1.8542575021303292e-07,7.028261107090293e-08,9,10,1,144.26999059072133,10000.0
2026-05-26T12:22:04,2,12.0,0.0740027664,0.07404039312727273,0.072,11,1.6652752834761494e-07,1.7001608100818036e-07,1.0050167672178549e-08,6,10,4,245.06370946974494,10000.0
2026-05-26T12:22:51,3,12.05,0.124129536,0.12398059736363636,0.072,11,1.9330976622280172e-07,2.1812599444984462e-07,6.367678241968067e-08,9,10,1,84.93232323171236,10000.0
2026-05-26T12:23:37,4,12.1,0.174119585,0.17402773163636362,0.072,11,2.3492714805751788e-07,2.3805315557594206e-07,2.694143881735539e-08,7,9,2,416.27660370093656,10000.0
2026-05-26T12:24:23,5,12.15,0.224222473,0.22422794018181816,0.072,11,4.784077524326792e-07,4.44896861144334e-07,1.245897799430223e-07,10,10,0,84.93232323171236,10000.0
2026-05-26T12:25:10,6,12.2,0.274418734,0.2742869958181818,0.072,11,1.3468395596224392e-06,1.2339486417380106e-06,3.277945538435974e-07,10,10,0,84.93232323171236,10000.0
2026-05-26T12:25:56,7,12.25,0.324124587,0.32423321036363634,0.071,11,4.6234316937999576e-06,4.184539443254736e-06,1.4050766587522253e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T12:26:42,8,12.3,0.374013849,0.37410665618181815,0.071,11,1.4339461622359854e-05,1.2174855932463014e-05,5.319617405417398e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T12:27:28,9,12.35,0.423541791,0.42348573872727274,0.071,11,3.319880458051101e-05,2.7260635948712626e-05,1.736312314421519e-05,10,10,0,84.93232323171236,10000.0
2026-05-26T12:28:15,10,12.4,0.472905034,0.4727721465454545,0.071,11,5.864929178209923e-05,5.8658336087388876e-05,5.268191704098417e-05,11,11,0,49.99999999999999,10000.0
2026-05-26T12:29:01,11,12.45,0.521396583,0.5214689186363637,0.068,11,9.049163607544779e-05,0.00010388144745727,9.699610041963869e-05,10,10,0,49.99999999999999,5887.040186524746
2026-05-26T12:29:47,12,12.5,0.568787428,0.5687896591818181,0.068,11,0.00012815214230082274,0.00016956354304805814,0.00016089089853839697,9,9,0,49.99999999999999,3465.724215775732
2026-05-26T12:30:34,13,12.55,0.612036077,0.6119497211818182,0.061,11,0.00018322770618992563,0.0002667118418991076,0.00026969649485372076,8,8,0,49.99999999999999,2040.2857733683695
