SMU_V,Vpv,Ipv
6.0,-2.62507443,2.573
6.1,-2.52560546,2.573
6.199999999999999,-2.4265243,2.572
6.299999999999999,-2.3283559,2.57
6.399999999999999,-2.22855726,2.569
6.499999999999998,-2.12954893,2.569
6.599999999999998,-2.02999815,2.57
6.6999999999999975,-1.93074117,2.57
6.799999999999997,-1.82985022,2.567
6.899999999999997,-1.72992642,2.567
6.9999999999999964,-1.6303281,2.567
7.099999999999996,-1.53104385,2.567
7.199999999999996,-1.43137364,2.568
7.299999999999995,-1.33516603,2.568
7.399999999999995,-1.23073405,2.567
7.499999999999995,-1.1321601,2.567
7.599999999999994,-1.03126018,2.566
7.699999999999994,-0.933907483,2.567
7.799999999999994,-0.832319786,2.567
7.899999999999993,-0.733771401,2.565
7.999999999999993,-0.635973542,2.566
8.099999999999993,-0.533111266,2.565
8.199999999999992,-0.432781945,2.564
8.299999999999992,-0.3371841,2.564
8.399999999999991,-0.235139031,2.565
8.499999999999991,-0.135702292,2.566
8.59999999999999,-0.0354330877,2.567
8.69999999999999,0.0648820902,2.566
8.79999999999999,0.166091683,2.563
8.89999999999999,0.262854503,2.564
8.99999999999999,0.36413537,2.565
9.099999999999989,0.448522212,2.556
9.199999999999989,0.499498547,2.522
9.299999999999988,0.526882144,2.465
9.399999999999988,0.543614872,2.397
9.499999999999988,0.555280679,2.322
9.599999999999987,0.564067134,2.25
9.699999999999987,0.571486511,2.177
9.799999999999986,0.577784279,2.104
9.899999999999986,0.583308211,2.034
9.999999999999986,0.588179243,1.963
10.099999999999985,0.592552049,1.894
10.199999999999985,0.596546706,1.82
10.299999999999985,0.600221479,1.745
10.399999999999984,0.603634754,1.663
10.499999999999984,0.606832179,1.584
10.599999999999984,0.609838304,1.506
10.699999999999983,0.612673677,1.431
10.799999999999983,0.615362453,1.358
10.899999999999983,0.61793373,1.287
10.999999999999982,0.620386864,1.216
11.099999999999982,0.622737845,1.141
11.199999999999982,0.624995572,1.061
11.299999999999981,0.627176002,0.978
11.39999999999998,0.629280823,0.9
11.49999999999998,0.631323312,0.825
11.59999999999998,0.63329839,0.748
11.69999999999998,0.635208781,0.675
11.79999999999998,0.637074542,0.604
11.899999999999979,0.638888165,0.528
11.999999999999979,0.640652698,0.451
12.099999999999978,0.642375166,0.367
12.199999999999978,0.644054346,0.287
12.299999999999978,0.645697752,0.21
12.399999999999977,0.647309507,0.133
12.499999999999977,0.64888127,0.062
12.599999999999977,0.650411965,-0.01
