timestamp,point_index,smu_voltage_V,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,is_mpp_candidate,is_negative_current_endpoint
2026-05-22T12:53:30,1,9.5,-0.132732445,2.241,2.241,-0.297453409245,False,False
2026-05-22T12:53:31,2,9.6,-0.0331990504,2.242,2.242,-0.0744322709968,False,False
2026-05-22T12:53:32,3,9.7,0.0664431341,2.241,2.241,0.1488990635181,True,False
2026-05-22T12:53:33,4,9.8,0.165678014,2.24,2.24,0.37111875136000005,True,False
2026-05-22T12:53:34,5,9.9,0.264239754,2.239,2.239,0.5916328092059999,True,False
2026-05-22T12:53:35,6,10.0,0.360872542,2.236,2.236,0.8069110039120001,True,False
2026-05-22T12:53:36,7,10.1,0.445956662,2.222,2.222,0.990915702964,True,False
2026-05-22T12:53:37,8,10.2,0.499550292,2.178,2.178,1.088020535976,True,False
2026-05-22T12:53:38,9,10.3,0.527424301,2.111,2.111,1.1133926994110002,True,False
2026-05-22T12:53:39,10,10.4,0.544345894,2.033,2.033,1.106655202502,True,False
2026-05-22T12:53:41,11,10.5,0.556254379,1.951,1.951,1.0852522934289999,True,False
2026-05-22T12:53:42,12,10.6,0.565384123,1.864,1.864,1.053876005272,True,False
2026-05-22T12:53:43,13,10.7,0.57290757,1.778,1.778,1.0186296594600002,True,False
2026-05-22T12:53:44,14,10.8,0.579194763,1.691,1.691,0.9794183442329999,True,False
2026-05-22T12:53:45,15,10.9,0.584718031,1.602,1.602,0.936718285662,True,False
2026-05-22T12:53:46,16,11.0,0.58949665,1.512,1.512,0.8913189347999999,True,False
2026-05-22T12:53:47,17,11.1,0.593965259,1.423,1.423,0.845212563557,True,False
2026-05-22T12:53:48,18,11.2,0.597966776,1.333,1.333,0.797089712408,True,False
2026-05-22T12:53:49,19,11.3,0.60165007,1.243,1.243,0.7478510370100001,True,False
2026-05-22T12:53:50,20,11.4,0.60507104,1.15,1.15,0.6958316959999999,True,False
2026-05-22T12:53:51,21,11.5,0.60827597,1.06,1.06,0.6447725282000001,True,False
2026-05-22T12:53:52,22,11.6,0.611297003,0.969,0.969,0.592346795907,True,False
2026-05-22T12:53:53,23,11.7,0.614147087,0.88,0.88,0.54044943656,True,False
2026-05-22T12:53:54,24,11.8,0.616854623,0.786,0.786,0.48484773367800005,True,False
2026-05-22T12:53:55,25,11.9,0.619435899,0.697,0.697,0.43174682160299993,True,False
2026-05-22T12:53:56,26,12.0,0.621902142,0.605,0.605,0.37625079591,True,False
2026-05-22T12:53:57,27,12.1,0.624239488,0.512,0.512,0.319610617856,True,False
2026-05-22T12:53:59,28,12.2,0.626539355,0.42,0.42,0.2631465291,True,False
2026-05-22T12:54:00,29,12.3,0.628729537,0.328,0.328,0.20622328813600002,True,False
2026-05-22T12:54:01,30,12.4,0.630846465,0.238,0.238,0.15014145866999998,True,False
2026-05-22T12:54:02,31,12.5,0.632896042,0.144,0.144,0.091137030048,True,False
2026-05-22T12:54:03,32,12.6,0.634874816,0.052,0.052,0.033013490432,True,False
2026-05-22T12:54:04,33,12.7,0.636927469,-0.045,-0.045,-0.028661736105,False,True
