timestamp,point_index,smu_voltage_V,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,is_mpp_candidate,is_negative_current_endpoint
2026-05-22T12:46:53,1,9.5,-0.147396208,2.224,2.224,-0.32780916659200005,False,False
2026-05-22T12:46:54,2,9.6,-0.0467388833,2.222,2.222,-0.1038537986926,False,False
2026-05-22T12:46:55,3,9.7,0.0548428841,2.223,2.223,0.1219157313543,True,False
2026-05-22T12:46:57,4,9.8,0.153915394,2.224,2.224,0.34230783625600003,True,False
2026-05-22T12:46:58,5,9.9,0.251416596,2.222,2.222,0.558647676312,True,False
2026-05-22T12:46:59,6,10.0,0.347066017,2.218,2.218,0.769792425706,True,False
2026-05-22T12:47:00,7,10.1,0.426875379,2.194,2.194,0.936564581526,True,False
2026-05-22T12:47:01,8,10.2,0.473876986,2.147,2.147,1.017413888942,True,False
2026-05-22T12:47:02,9,10.3,0.498812024,2.07,2.07,1.03254088968,True,False
2026-05-22T12:47:03,10,10.4,0.515084249,1.995,1.995,1.0275930767550001,True,False
2026-05-22T12:47:04,11,10.5,0.526718588,1.917,1.917,1.009719533196,True,False
2026-05-22T12:47:05,12,10.6,0.535902271,1.824,1.824,0.977485742304,True,False
2026-05-22T12:47:06,13,10.7,0.543577873,1.74,1.74,0.9458254990200001,True,False
2026-05-22T12:47:07,14,10.8,0.550013263,1.647,1.647,0.905871844161,True,False
2026-05-22T12:47:08,15,10.9,0.555693512,1.561,1.561,0.8674375722319999,True,False
2026-05-22T12:47:09,16,11.0,0.560767527,1.475,1.475,0.827132102325,True,False
2026-05-22T12:47:10,17,11.1,0.565293635,1.38,1.38,0.7801052162999998,True,False
2026-05-22T12:47:11,18,11.2,0.569585802,1.294,1.294,0.737044027788,True,False
2026-05-22T12:47:12,19,11.3,0.57345426,1.2,1.2,0.688145112,True,False
2026-05-22T12:47:14,20,11.4,0.577094474,1.109,1.109,0.639997771666,True,False
2026-05-22T12:47:15,21,11.5,0.580464492,1.02,1.02,0.59207378184,True,False
2026-05-22T12:47:16,22,11.6,0.583673323,0.933,0.933,0.544567210359,True,False
2026-05-22T12:47:17,23,11.7,0.586731824,0.847,0.847,0.496961854928,True,False
2026-05-22T12:47:18,24,11.8,0.589614422,0.748,0.748,0.44103158765600003,True,False
2026-05-22T12:47:19,25,11.9,0.592369995,0.66,0.66,0.3909641967,True,False
2026-05-22T12:47:20,26,12.0,0.595026366,0.579,0.579,0.344520265914,True,False
2026-05-22T12:47:21,27,12.1,0.597556198,0.486,0.486,0.290412312228,True,False
2026-05-22T12:47:22,28,12.2,0.600003905,0.39,0.39,0.23400152295,True,False
2026-05-22T12:47:23,29,12.3,0.602358683,0.288,0.288,0.17347930070399997,True,False
2026-05-22T12:47:24,30,12.4,0.604649238,0.198,0.198,0.11972054912400001,True,False
2026-05-22T12:47:25,31,12.5,0.606861586,0.109,0.109,0.066147912874,True,False
2026-05-22T12:47:26,32,12.6,0.60901861,0.021,0.021,0.01278939081,True,False
2026-05-22T12:47:27,33,12.7,0.611269246,-0.073,-0.073,-0.044622654957999996,False,True
