SMU_V,Vpv,Ipv
11.0,-0.905503668,0.053
11.05,-0.855316515,0.053
11.100000000000001,-0.805531242,0.052
11.150000000000002,-0.756673522,0.051
11.200000000000003,-0.706658353,0.05
11.250000000000004,-0.655569717,0.053
11.300000000000004,-0.605386591,0.053
11.350000000000005,-0.555296873,0.052
11.400000000000006,-0.505108567,0.053
11.450000000000006,-0.455279046,0.053
11.500000000000007,-0.405059042,0.052
11.550000000000008,-0.354940223,0.052
11.600000000000009,-0.305292032,0.053
11.65000000000001,-0.255242731,0.053
11.70000000000001,-0.20520918,0.053
11.75000000000001,0.685086696,0.019
11.800000000000011,0.685969932,0.019
11.850000000000012,0.685995845,0.019
11.900000000000013,0.685970524,0.019
11.950000000000014,0.523366181,0.02
12.000000000000014,0.530537848,0.019
12.050000000000015,0.536375347,0.019
12.100000000000016,0.541841559,0.019
12.150000000000016,0.541430142,0.019
12.200000000000017,-0.281649049,0.019
12.250000000000018,-0.280774297,0.019
12.300000000000018,-0.280017809,0.019
12.35000000000002,-0.279180278,0.019
12.40000000000002,-0.278893605,0.021
12.45000000000002,-0.278387748,0.019
12.500000000000021,-0.278108054,0.018
12.550000000000022,-0.277734519,0.019
12.600000000000023,-0.2774544,0.019
12.650000000000023,-0.277020517,0.019
