timestamp,sweep_index,smu_voltage_V,Vdc_pv_median_V,Vdc_pv_mean_V,Idc_pv_median_A,frequency_points_recorded,C_final_median_F,C_final_mean_F,C_final_std_F,filter_used_points,filter_candidate_points,filter_outlier_points,filter_frequency_min_Hz,filter_frequency_max_Hz
2026-05-26T13:02:31,1,11.9,0.0016807337,0.001648781380909091,0.098,11,1.6416605148830679e-06,1.6859709302814532e-06,1.0415487002579772e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T13:03:17,2,11.91,0.0115326788,0.011546516754545455,0.098,11,1.679573269080781e-06,1.7522014125537833e-06,1.105808933014174e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T13:04:03,3,11.92,0.0215502752,0.021568537918181818,0.098,11,1.759444948869489e-06,1.7154111498787651e-06,9.924129008987179e-07,10,10,0,84.93232323171236,10000.0
2026-05-26T13:04:50,4,11.93,0.0312827811,0.03115309809090909,0.098,11,1.7437318945496274e-06,1.7745787107534966e-06,1.0680058378440682e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:05:36,5,11.94,0.0414503234,0.04145985058181818,0.098,11,1.7708680298659728e-06,1.800198197197478e-06,1.0726287964882683e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T13:06:22,6,11.95,0.0511169843,0.051159016754545455,0.098,11,1.8118177154194564e-06,1.9150019114555103e-06,1.2273527898128696e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:07:09,7,11.96,0.0612424021,0.061154498690909095,0.098,11,1.8575683217720722e-06,1.9448035617754774e-06,1.2402837053914585e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:07:55,8,11.97,0.0710202598,0.07095451110909091,0.098,11,1.8747405629436396e-06,1.9217873251971165e-06,1.1849267418483467e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:08:41,9,11.98,0.0810873148,0.0810014370909091,0.098,11,1.873852986365765e-06,2.079834196995284e-06,1.407630668027199e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:09:27,10,11.99,0.0908315359,0.0908479298,0.098,11,1.8841399525435486e-06,1.9480335266589494e-06,1.1802441881013036e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T13:10:14,11,12.0,0.100932253,0.10089388672727272,0.098,11,1.943500242211893e-06,2.057208560493241e-06,1.326101440111636e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:11:00,12,12.01,0.110930052,0.11082104363636364,0.098,11,1.9617802916727417e-06,2.0069834612098893e-06,1.2358211525936712e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:11:46,13,12.02,0.120675955,0.12080762445454546,0.098,11,2.001733745085551e-06,2.0789758484423464e-06,1.3014590361204428e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T13:12:32,14,12.03,0.130677999,0.13067655763636363,0.098,11,2.0168009091855605e-06,2.1299066427815568e-06,1.3823797947360139e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:13:19,15,12.04,0.140561145,0.14058869,0.097,11,2.0996883266354155e-06,2.2035693464137027e-06,1.4120779745077115e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:14:05,16,12.05,0.150597446,0.15044920436363637,0.097,11,2.145472003580275e-06,2.1008781273321966e-06,1.2516491044031532e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:14:51,17,12.06,0.160364689,0.160326904,0.097,11,2.0875247162979974e-06,2.2281121168617034e-06,1.4284246663479807e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:15:37,18,12.07,0.17038148,0.170403683,0.097,11,2.174471426057102e-06,2.259276446163587e-06,1.4428743605105012e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:16:24,19,12.08,0.180304943,0.1801539299090909,0.097,11,2.1582066418815735e-06,2.223182327200814e-06,1.3675835732493327e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T13:17:10,20,12.09,0.190341868,0.19024837763636365,0.097,11,2.1661353045235134e-06,2.2752197719194264e-06,1.4414339258134015e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:17:56,21,12.1,0.200068759,0.2001637464545455,0.097,11,2.1853910518298997e-06,2.279824494734038e-06,1.418245696325742e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:18:42,22,12.11,0.210097111,0.2099858652727273,0.097,11,2.2455369823381885e-06,2.355272327993084e-06,1.4783327931914285e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:19:29,23,12.12,0.219908947,0.22004100554545455,0.097,11,2.2556647315236336e-06,2.382294263577858e-06,1.4931130937865507e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T13:20:15,24,12.13,0.229885978,0.22982469000000003,0.097,11,2.2841592790043727e-06,2.4686580031831717e-06,1.612554182407491e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:21:01,25,12.14,0.239964114,0.24000009,0.097,11,2.3559312052337127e-06,2.405485424067347e-06,1.4659317067988309e-06,10,10,0,84.93232323171236,10000.0
