timestamp,sweep_index,smu_voltage_V,Vdc_pv_median_V,Vdc_pv_mean_V,Idc_pv_median_A,frequency_points_recorded,C_final_median_F,C_final_mean_F,C_final_std_F,filter_used_points,filter_candidate_points,filter_outlier_points,filter_frequency_min_Hz,filter_frequency_max_Hz
2026-05-26T13:21:47,26,12.15,0.249655214,0.24977309445454543,0.097,11,2.3789690869790035e-06,2.5874299634171865e-06,1.679470707018235e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:22:34,27,12.16,0.259800157,0.2596605680909091,0.097,11,2.4445104263329098e-06,2.5920994523330155e-06,1.68541546289627e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:23:20,28,12.17,0.269568313,0.26963094336363636,0.097,11,2.537813378352085e-06,2.5712240664801346e-06,1.561807962343078e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T13:24:06,29,12.18,0.279606357,0.2796005337272727,0.097,11,2.578552447466917e-06,2.7001271551778707e-06,1.670712315331362e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:24:52,30,12.19,0.289304868,0.2893747452727273,0.097,11,2.6677143269033094e-06,2.71548567538001e-06,1.6048279144307168e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T13:25:39,31,12.2,0.299430094,0.29935488927272724,0.097,11,2.4053804046174827e-06,2.7788847131356397e-06,1.5820949417561984e-06,11,11,0,49.99999999999999,10000.0
2026-05-26T13:26:25,32,12.21,0.309232771,0.30925106145454545,0.096,11,2.9479274243555282e-06,2.9713930928557468e-06,1.7175775280388973e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:27:11,33,12.22,0.319239953,0.31931404827272725,0.096,11,3.1684190234660283e-06,3.188165415415998e-06,1.8310878454771762e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:27:58,34,12.23,0.328936952,0.32895987436363633,0.096,11,3.386302123765722e-06,3.4296949428987808e-06,1.9509108345213686e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:28:44,35,12.24,0.338873123,0.3387762052727273,0.096,11,3.691203880385065e-06,3.596081743592885e-06,1.9146364364419033e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T13:29:30,36,12.25,0.348643525,0.34881659854545455,0.096,11,4.169090356219562e-06,4.093183975712076e-06,2.1483929993270633e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T13:30:16,37,12.26,0.358556162,0.35845917054545456,0.096,11,4.777230081784055e-06,4.580153301396441e-06,2.258880158996545e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T13:31:03,38,12.27,0.368613799,0.36849096763636363,0.096,11,5.592536244090944e-06,5.312853757108339e-06,2.5252689259654804e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:31:49,39,12.28,0.378336659,0.3783837610909091,0.096,11,6.644658104397381e-06,6.304928566025365e-06,2.9374255372431444e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T13:32:35,40,12.29,0.388449183,0.38851218018181816,0.095,11,8.319213943517907e-06,7.72805761019665e-06,3.553587688363073e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:33:22,41,12.3,0.398023677,0.397940193,0.095,11,1.0295273900108383e-05,9.382464447765284e-06,4.247907071560116e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T13:34:08,42,12.31,0.408061845,0.4081090232727273,0.095,11,1.403931143198264e-05,1.2192487015565796e-05,5.383762865316357e-06,11,11,0,49.99999999999999,10000.0
2026-05-26T13:34:54,43,12.32,0.417686317,0.417616286,0.095,11,1.6885562095138028e-05,1.4606529727170275e-05,7.0777609013504546e-06,10,10,0,84.93232323171236,10000.0
2026-05-26T13:35:40,44,12.33,0.427541037,0.4275460725454545,0.095,11,2.1636370946752625e-05,1.8461605210948558e-05,9.61311073903713e-06,10,11,1,84.93232323171236,10000.0
2026-05-26T13:36:27,45,12.34,0.437189554,0.4373066933636363,0.094,11,2.7375443102014354e-05,2.30458963745975e-05,1.2956644936643608e-05,10,11,1,84.93232323171236,10000.0
2026-05-26T13:37:13,46,12.35,0.447013271,0.4468707089090909,0.094,11,3.43519706761648e-05,2.8677828263907496e-05,1.7520581695996135e-05,10,11,1,84.93232323171236,10000.0
2026-05-26T13:37:59,47,12.36,0.456668124,0.45651142054545457,0.094,11,3.696334982731266e-05,3.5164160186015274e-05,2.2129023921014008e-05,11,11,0,49.99999999999999,10000.0
2026-05-26T13:38:46,48,12.37,0.46640782,0.46631380554545454,0.093,11,5.775537011952864e-05,5.180247534375643e-05,4.07532333902011e-05,11,11,0,49.99999999999999,10000.0
2026-05-26T13:39:32,49,12.38,0.476112686,0.47625854563636366,0.093,11,7.689029322794508e-05,6.920649551973188e-05,4.975303786712721e-05,10,10,0,49.99999999999999,5887.040186524746
2026-05-26T13:40:18,50,12.39,0.485415714,0.4854692465454545,0.094,11,7.472835203003504e-05,6.959427941975049e-05,4.752265809937964e-05,10,10,0,49.99999999999999,5887.040186524746
2026-05-26T13:41:04,51,12.4,0.494971035,0.49503610518181823,0.093,11,0.00010331112009288139,8.597450846730816e-05,6.241497815122416e-05,10,10,0,49.99999999999999,5887.040186524746
2026-05-26T13:41:51,52,12.41,0.504273566,0.5043570812727273,0.091,11,0.00011188107999906164,0.00010756820350483666,8.680789504653187e-05,10,10,0,49.99999999999999,5887.040186524746
2026-05-26T13:42:37,53,12.42,0.513831168,0.5138262316363637,0.09,11,0.00014681211210418522,0.000141844420616915,0.00011077459835105981,9,9,0,49.99999999999999,3465.724215775732
2026-05-26T13:43:23,54,12.43,0.522804183,0.5229158328181818,0.09,11,0.0001529036282566909,0.00015849466794727737,0.00013172454631624517,9,9,0,49.99999999999999,3465.724215775732
2026-05-26T13:44:10,55,12.44,0.531857129,0.5317626554545455,0.089,11,0.00015369456289797217,0.0001604488389433568,0.0001347918021508375,9,9,0,49.99999999999999,3465.724215775732
2026-05-26T13:44:56,56,12.45,0.540594139,0.5406601809999999,0.089,11,0.00015222385174746756,0.00018786650954958465,0.00017373075980498258,9,9,0,49.99999999999999,3465.724215775732
2026-05-26T13:45:42,57,12.46,0.549470198,0.5494935559999999,0.085,11,0.00014630890085148872,0.00020689393709670827,0.0002065921916378679,9,9,0,49.99999999999999,3465.724215775732
2026-05-26T13:46:28,58,12.47,0.557863759,0.5579307257272728,0.086,11,0.0001316237681591033,0.0002142485672278047,0.00022298394626986452,9,9,0,49.99999999999999,3465.724215775732
2026-05-26T13:47:15,59,12.48,0.566357082,0.566425636909091,0.084,11,0.00018553079626286472,0.0002498555290346569,0.00024262169189839136,8,8,0,49.99999999999999,2040.2857733683695
2026-05-26T13:48:01,60,12.49,0.574368155,0.574265137909091,0.083,11,0.00017671479074146576,0.0002547849096368816,0.00025694314225954885,8,8,0,49.99999999999999,2040.2857733683695
2026-05-26T13:48:47,61,12.5,0.582472916,0.5825176149090909,0.082,11,0.00016815626377472925,0.0002552903398738818,0.00026457125554035256,8,8,0,49.99999999999999,2040.2857733683695
2026-05-26T13:49:33,62,12.51,0.590268689,0.5901759812727273,0.079,11,0.00015274922931727403,0.00023384811070448165,0.00023811222504797208,8,8,0,49.99999999999999,2040.2857733683695
2026-05-26T13:50:20,63,12.52,0.597777061,0.5978418619090909,0.074,11,0.00014400312860356413,0.0002534832785624337,0.00028253894345345494,8,8,0,49.99999999999999,2040.2857733683695
2026-05-26T13:51:06,64,12.53,0.605228191,0.6051794333636363,0.074,11,0.00013591125241368263,0.00023876600767585977,0.0002643239951253192,8,8,0,49.99999999999999,2040.2857733683695
2026-05-26T13:51:52,65,12.54,0.612380878,0.6124331476363637,0.073,11,5.1786249679034265e-05,0.00010587149997804986,0.0001343758353442253,6,8,2,144.26999059072133,2040.2857733683695
