timestamp,point_index,measurement_attempt,outlier_retries_before_acceptance,is_rejected_Z_real_outlier,mpp_smu_voltage_V,mpp_search_Vdc_pv_V,mpp_search_Idc_pv_A,mpp_search_Pdc_pv_W,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,f_ac_Hz,Vac_mag_raw_V,Vac_phase_raw_deg,Vac_mag_corrected_V,Vac_phase_corrected_deg,Iac_mag_raw_A,Iac_phase_raw_deg,Iac_mag_corrected_A,Iac_phase_corrected_deg,Z_real_ohm,Z_imag_ohm,Z_magnitude_ohm,Z_phase_deg
2026-05-28T09:48:28,1,1,0,False,12.5,0.56085298,0.06,0.033651178799999994,0.567058965,0.061,0.061,0.034590596864999996,5.000000000000001,0.00652,-176.55,0.00652,-176.55,0.00055,-167.98,0.00055,-167.98,11.722184025514284,-1.7665360471448142,11.854545454545454,-8.570000000000022
2026-05-28T09:48:32,2,1,0,False,12.5,0.56085298,0.06,0.033651178799999994,0.566205395,0.06,0.06,0.0339723237,8.60513842995157,0.006712,-179.41,0.006712,-179.41,0.000564,-163.91,0.000564,-163.91,11.467885819035953,-3.1803262060944326,11.900709219858156,-15.5
2026-05-28T09:48:37,3,1,0,False,12.5,0.56085298,0.06,0.033651178799999994,0.564890211,0.06,0.06,0.033893412660000004,14.809681479725866,0.006508,179.75,0.006508,179.75,0.000607,-156.67,0.000607,-156.67,9.826355455963904,-4.28894501670531,10.721581548599671,-23.58000000000004
2026-05-28T09:48:41,4,1,0,False,12.5,0.56085298,0.06,0.033651178799999994,0.565807393,0.061,0.061,0.034514250973,25.487871847306213,0.006481,177.66,0.006481,177.65999999999997,0.000714,-146.89,0.000714,-146.89,7.394348696920484,-5.264607840689231,9.07703081232493,-35.450000000000045
2026-05-28T09:48:45,5,1,0,False,12.5,0.56085298,0.06,0.033651178799999994,0.566117284,0.058,0.058,0.032834802472000005,43.86533310618707,0.00639,174.91,0.00639,174.90999999999997,0.000946,-138.24,0.000946,-138.24,4.619650501476712,-4.928039126367932,6.754756871035941,-46.85000000000002
2026-05-28T09:48:49,6,1,0,False,12.5,0.56085298,0.06,0.033651178799999994,0.565727394,0.058,0.058,0.032812188852000004,75.49345273093543,0.006155,171.03,0.006155,171.02999999999997,0.001362,-135.73,0.001362,-135.73,2.7045143960716964,-3.620465779521093,4.519089574155654,-53.24000000000001
2026-05-28T09:48:53,7,1,0,False,12.5,0.56085298,0.06,0.033651178799999994,0.56590496,0.061,0.061,0.03452020256,129.92632226094094,0.005666,166.71,0.005666,166.71000000000004,0.001935,-141.31,0.001935,-141.31,1.8035639482748234,-2.3067963815518358,2.9281653746770027,-51.97999999999996
2026-05-28T09:48:57,8,1,0,False,12.5,0.56085298,0.06,0.033651178799999994,0.56695127,0.056,0.056,0.03174927112,223.60679774997897,0.004955,164.08,0.004955,164.08000000000004,0.002459,-152.41,0.002459,-152.41,1.4614211700941437,-1.3873217495271077,2.015046766978447,-43.50999999999999
2026-05-28T09:49:01,9,1,0,False,12.5,0.56085298,0.06,0.033651178799999994,0.566945592,0.063,0.063,0.035717572296000005,384.8334897033504,0.004297,164.98,0.004297,164.98000000000002,0.002748,-163.65,0.002748,-163.65,1.3351089864264476,-0.8139947867245632,1.5636826783114992,-31.370000000000005
2026-05-28T09:49:05,10,1,0,False,12.5,0.56085298,0.06,0.033651178799999994,0.566832634,0.057,0.057,0.032309460138,662.3090902757342,0.003853,168.03,0.003853,168.02999999999997,0.002808,-171.05,0.002808,-171.05,1.2816986557142473,-0.4899458285594099,1.372150997150997,-20.920000000000073
2026-05-28T09:49:09,11,1,0,False,12.5,0.56085298,0.06,0.033651178799999994,0.567005285,0.058,0.058,0.032886306530000006,1139.8522810475968,0.003581,171.86,0.003581,171.86,0.00276,-176.58,0.00276,-176.58,1.2711452212564636,-0.2600039539131568,1.297463768115942,-11.559999999999945
2026-05-28T09:49:14,12,1,0,False,12.5,0.56085298,0.06,0.033651178799999994,0.567005618,0.062,0.062,0.035154348316000006,1961.717333622126,0.003455,175.65,0.003455,175.64999999999998,0.002725,-178.54,0.002725,-178.54,1.2613768288314702,-0.1283484131055224,1.2678899082568809,-5.810000000000059
2026-05-28T09:49:18,13,1,0,False,12.5,0.56085298,0.06,0.033651178799999994,0.567212279,0.056,0.056,0.031763887624,3376.1698432507756,0.003456,178.78,0.003456,178.77999999999997,0.002745,-179.7,0.002745,-179.7,1.2585733790565743,-0.033396534062473233,1.2590163934426228,-1.5199999999999818
2026-05-28T09:49:22,14,1,0,False,12.5,0.56085298,0.06,0.033651178799999994,0.567134062,0.062,0.062,0.035162311844000003,5810.481772840162,0.003538,-179.91,0.003538,-179.91,0.002812,177.59,0.002812,177.59000000000003,1.2569817240244001,0.05488100728967239,1.2581792318634424,2.5
2026-05-28T09:49:26,15,1,0,False,12.5,0.56085298,0.06,0.033651178799999994,0.56694669,0.058,0.058,0.03288290802,10000.0,0.00362,179.12,0.00362,179.12,0.002855,171.96,0.002855,171.96000000000004,1.2580634291669288,0.15803813884440274,1.2679509632224168,7.159999999999968
