timestamp,point_index,smu_voltage_V,Vdc_pv_V,Idc_adc1_raw,Idc_pv_A,Pdc_pv_W,is_mpp_candidate,is_negative_current_endpoint
2026-05-22T13:05:38,1,9.5,-0.176320371,2.23,2.23,-0.39319442733,False,False
2026-05-22T13:05:39,2,9.6,-0.0768791267,2.233,2.233,-0.1716710899211,False,False
2026-05-22T13:05:40,3,9.7,0.0231536383,2.23,2.23,0.051632613409,True,False
2026-05-22T13:05:41,4,9.8,0.123032082,2.231,2.231,0.27448457494199996,True,False
2026-05-22T13:05:42,5,9.9,0.221334509,2.228,2.228,0.4931332860520001,True,False
2026-05-22T13:05:43,6,10.0,0.318869882,2.228,2.228,0.710442097096,True,False
2026-05-22T13:05:44,7,10.1,0.407497974,2.217,2.217,0.903423008358,True,False
2026-05-22T13:05:46,8,10.2,0.468916865,2.18,2.18,1.0222387657,True,False
2026-05-22T13:05:47,9,10.3,0.50102397,2.116,2.116,1.06016672052,True,False
2026-05-22T13:05:48,10,10.4,0.520139437,2.038,2.038,1.060044172606,True,False
2026-05-22T13:05:49,11,10.5,0.533328572,1.956,1.956,1.0431906868319998,True,False
2026-05-22T13:05:50,12,10.6,0.543309333,1.87,1.87,1.01598845271,True,False
2026-05-22T13:05:51,13,10.7,0.551401902,1.783,1.783,0.9831495912660001,True,False
2026-05-22T13:05:52,14,10.8,0.558203781,1.694,1.694,0.945597205014,True,False
2026-05-22T13:05:53,15,10.9,0.564114139,1.605,1.605,0.905403193095,True,False
2026-05-22T13:05:54,16,11.0,0.569338447,1.514,1.514,0.861978408758,True,False
2026-05-22T13:05:55,17,11.1,0.574026504,1.423,1.423,0.816839715192,True,False
2026-05-22T13:05:56,18,11.2,0.578310363,1.333,1.333,0.770887713879,True,False
2026-05-22T13:05:57,19,11.3,0.582262642,1.239,1.239,0.7214234134380001,True,False
2026-05-22T13:05:58,20,11.4,0.585922654,1.149,1.149,0.673225129446,True,False
2026-05-22T13:05:59,21,11.5,0.589349417,1.058,1.058,0.623531683186,True,False
2026-05-22T13:06:00,22,11.6,0.592569071,0.966,0.966,0.572421722586,True,False
2026-05-22T13:06:01,23,11.7,0.595620126,0.873,0.873,0.519976369998,True,False
2026-05-22T13:06:03,24,11.8,0.598516069,0.781,0.781,0.467441049889,True,False
2026-05-22T13:06:04,25,11.9,0.601278042,0.688,0.688,0.413679292896,True,False
2026-05-22T13:06:05,26,12.0,0.603913291,0.594,0.594,0.358724494854,True,False
2026-05-22T13:06:06,27,12.1,0.606450589,0.504,0.504,0.305651096856,True,False
2026-05-22T13:06:07,28,12.2,0.608888771,0.409,0.409,0.249035507339,True,False
2026-05-22T13:06:08,29,12.3,0.611251291,0.317,0.317,0.19376665924699998,True,False
2026-05-22T13:06:09,30,12.4,0.613530127,0.223,0.223,0.136817218321,True,False
2026-05-22T13:06:10,31,12.5,0.615733139,0.131,0.131,0.08066104120900001,True,False
2026-05-22T13:06:11,32,12.6,0.617857894,0.038,0.038,0.023478599972,True,False
2026-05-22T13:06:12,33,12.7,0.620032318,-0.06,-0.06,-0.03720193908,False,True
