timestamp,sweep_index,smu_voltage_V,Vdc_pv_median_V,Vdc_pv_mean_V,Idc_pv_median_A,frequency_points_recorded,C_final_median_F,C_final_mean_F,C_final_std_F,filter_used_points,filter_candidate_points,filter_outlier_points,filter_frequency_min_Hz,filter_frequency_max_Hz
2026-05-18T17:10:31,1,10.1,0.0643973819,0.06432599108,1.883,15,1.2051148170046021e-06,0.00014567231705171348,0.00037944279579283204,7,7,0,5.000000000000001,10000.0
2026-05-18T17:10:49,2,10.2,0.167672031,0.1678655536,1.882,15,8.910319366606055e-07,8.663943849472209e-07,2.999377502674738e-07,8,13,5,75.49345273093543,10000.0
2026-05-18T17:11:07,3,10.3,0.266764102,0.2652557774,1.881,15,1.305381794638852e-06,1.4169966910179316e-06,1.022518326277896e-06,10,14,4,43.86533310618707,10000.0
2026-05-18T17:11:24,4,10.4,0.364664652,0.36337881693333335,1.879,15,7.393296966938279e-06,6.389267500683427e-06,2.8023539980650892e-06,11,14,3,8.60513842995157,10000.0
2026-05-18T17:11:42,5,10.5,0.450826016,0.4504514288,1.863,15,0.0001390428703433304,0.0001387478172882541,6.353242117259795e-06,7,14,7,8.60513842995157,1139.8522810475968
2026-05-18T17:12:00,6,10.6,0.500272238,0.5000857262666666,1.817,15,0.0006935412223562998,0.0007087296498323086,0.00032733773360642574,10,14,4,25.487871847306213,10000.0
2026-05-18T17:12:18,7,10.7,0.526969249,0.5271167566666667,1.744,15,0.0013900819130274107,0.0013911508931659226,2.8839987704549523e-05,7,14,7,43.86533310618707,1139.8522810475968
2026-05-18T17:12:35,8,10.8,0.543744512,0.5438940998666666,1.67,15,0.002030356991228959,0.002024338210719289,9.482220726583241e-05,7,14,7,43.86533310618707,1139.8522810475968
2026-05-18T17:12:53,9,10.9,0.555789331,0.5557683068,1.579,15,0.0025275475962396035,0.00262798752691501,0.00032122081817989747,8,15,7,8.60513842995157,1139.8522810475968
2026-05-18T17:13:11,10,11.0,0.565259826,0.5652210923333333,1.499,15,0.0030042508168376587,0.0031219774785869758,0.00031929567706391935,7,13,6,43.86533310618707,1139.8522810475968
2026-05-18T17:13:28,11,11.1,0.572959416,0.5729041188666667,1.407,15,0.003419919870243055,0.0034315974475506374,5.930738972168493e-05,6,14,8,129.92632226094094,1961.717333622126
2026-05-18T17:13:46,12,11.2,0.579301812,0.5792522233999999,1.32,15,0.00414336150790314,0.004582276505654213,0.0014375266286579629,9,13,4,43.86533310618707,3376.1698432507756
2026-05-18T17:14:04,13,11.3,0.584757413,0.5847028352666667,1.233,15,0.004531658384449891,0.004865406617894057,0.0031190259471036174,11,14,3,25.487871847306213,5810.481772840162
2026-05-18T17:14:21,14,11.4,0.589560904,0.5895181657333333,1.139,15,0.004266838286186557,0.0044443845714865595,0.0006331154302907581,6,11,5,75.49345273093543,1139.8522810475968
2026-05-18T17:14:39,15,11.5,0.593808396,0.5938285267333333,1.048,15,0.004489137392314387,0.004459226713462339,0.00030053760799150255,6,12,6,75.49345273093543,1139.8522810475968
2026-05-18T17:14:57,16,11.6,0.597537081,0.5975044687333334,0.957,15,0.004770957703570711,0.004628272802570137,0.0005373123298712312,6,10,4,75.49345273093543,1139.8522810475968
2026-05-18T17:15:15,17,11.7,0.600970321,0.6010279047333333,0.87,15,0.0048445037621457285,0.0047934689018481105,0.00030076329781917954,7,13,6,43.86533310618707,1139.8522810475968
2026-05-18T17:15:32,18,11.8,0.604164258,0.6042349514666667,0.778,15,0.004901497703957222,0.004789668267078589,0.0003422315564432012,6,13,7,129.92632226094094,1961.717333622126
2026-05-18T17:15:50,19,11.9,0.607110787,0.6071346550666666,0.683,15,0.005140137499348182,0.004978790410947803,0.0007062964834311628,6,12,6,75.49345273093543,1139.8522810475968
2026-05-18T17:16:08,20,12.0,0.609811056,0.6098385586,0.595,15,0.006074939231624883,0.005945153875863633,0.0025650103586707306,9,13,4,43.86533310618707,3376.1698432507756
2026-05-18T17:16:25,21,12.1,0.612322411,0.6123357564,0.503,15,0.005445624253151388,0.0054396533448317005,0.00034129996740419884,7,11,4,43.86533310618707,1139.8522810475968
2026-05-18T17:16:43,22,12.2,0.614684796,0.6146814838,0.406,15,0.005319213752237527,0.005307895344821444,0.0006530689251103559,7,11,4,75.49345273093543,1961.717333622126
