SMU_V,Vpv,Ipv
6.0,-1.65381583,3.422
6.1,-1.55488874,3.421
6.199999999999999,-1.45665539,3.422
6.299999999999999,-1.35781064,3.422
6.399999999999999,-1.25783784,3.422
6.499999999999998,-1.15654794,3.422
6.599999999999998,-1.05803884,3.422
6.6999999999999975,-0.960130182,3.421
6.799999999999997,-0.860902007,3.42
6.899999999999997,-0.763498727,3.417
6.9999999999999964,-0.661000484,3.417
7.099999999999996,-0.561247599,3.416
7.199999999999996,-0.464148852,3.418
7.299999999999995,-0.366886378,3.418
7.399999999999995,-0.270231737,3.417
7.499999999999995,-0.170407046,3.417
7.599999999999994,-0.0696731019,3.417
7.699999999999994,0.0302439934,3.416
7.799999999999994,0.131108878,3.414
7.899999999999993,0.225382412,3.412
7.999999999999993,0.309235633,3.394
8.099999999999993,0.368254519,3.358
8.199999999999992,0.398899493,3.309
8.299999999999992,0.419984746,3.248
8.399999999999991,0.434674436,3.184
8.499999999999991,0.445762924,3.113
8.59999999999999,0.455161658,3.038
8.69999999999999,0.462701974,2.96
8.79999999999999,0.469451525,2.88
8.89999999999999,0.475445995,2.803
8.99999999999999,0.480947156,2.727
9.099999999999989,0.4858614,2.656
9.199999999999989,0.490434584,2.584
9.299999999999988,0.49471945,2.509
9.399999999999988,0.49873906,2.43
9.499999999999988,0.502492966,2.35
9.599999999999987,0.506099721,2.266
9.699999999999987,0.509555852,2.183
9.799999999999986,0.512911414,2.11
9.899999999999986,0.515980885,2.034
9.999999999999986,0.519074745,1.958
10.099999999999985,0.521912505,1.885
10.199999999999985,0.524799181,1.807
10.299999999999985,0.527527588,1.728
10.399999999999984,0.530189392,1.644
10.499999999999984,0.532793949,1.562
10.599999999999984,0.535347471,1.48
10.699999999999983,0.537813119,1.403
10.799999999999983,0.540234164,1.327
10.899999999999983,0.542572606,1.255
10.999999999999982,0.544862601,1.18
11.099999999999982,0.547122402,1.104
11.199999999999982,0.549341436,1.024
11.299999999999981,0.551523186,0.944
11.39999999999998,0.553660846,0.86
11.49999999999998,0.555770245,0.779
11.59999999999998,0.557837784,0.701
11.69999999999998,0.55987804,0.627
11.79999999999998,0.561889267,0.552
11.899999999999979,0.563878985,0.477
11.999999999999979,0.565844566,0.4
12.099999999999978,0.567780318,0.32
12.199999999999978,0.569690921,0.236
12.299999999999978,0.571578893,0.154
12.399999999999977,0.573453949,0.074
12.499999999999977,0.575292683,-0.002
